GEOID,urban,FluVax_BlackRate,FluVax_NHWhiteRate,FluVax_WholeRate
53005,1,42.0,54.0,53
53007,1,39.0,36.0,35
53009,0,43.0,52.0,52
53011,1,30.0,45.0,44
53013,0,,28.0,27
53015,1,24.0,45.0,45
53017,1,25.0,38.0,37
53019,0,,17.0,17
53021,1,46.0,49.0,47
53023,0,,28.0,28
53025,0,11.0,32.0,30
53027,0,28.0,42.0,42
53029,0,20.0,43.0,42
53031,0,39.0,44.0,44
53033,1,33.0,56.0,54
53035,1,26.0,49.0,48
53037,0,30.0,48.0,47
53039,0,0.0,28.0,28
53041,0,14.0,37.0,36
53043,0,,24.0,24
53045,0,29.0,43.0,42
53047,0,14.0,26.0,27
53049,0,13.0,42.0,42
53051,0,0.0,30.0,30
53053,1,27.0,49.0,47
53055,0,,46.0,46
53057,1,25.0,50.0,49
53059,1,,30.0,29
53061,1,32.0,51.0,50
53063,1,29.0,48.0,47
53065,0,12.0,27.0,27
53067,1,24.0,48.0,46
53069,0,,41.0,41
53071,0,32.0,49.0,48
53073,1,34.0,48.0,47
53075,0,50.0,56.0,55
53077,1,43.0,52.0,49
53990,0,,31.0,31
54001,0,27.0,38.0,38
54003,1,32.0,46.0,45
54005,1,50.0,31.0,31
54007,0,,32.0,32
54009,1,36.0,46.0,46
54011,1,34.0,44.0,43
54013,0,,26.0,25
54015,1,,33.0,33
54017,0,,39.0,39
54019,0,31.0,38.0,37
54021,0,,37.0,37
54023,0,21.0,35.0,35
54025,0,41.0,40.0,40
54027,1,46.0,36.0,36
54029,1,33.0,49.0,48
54031,0,16.0,32.0,31
54033,0,36.0,44.0,43
54035,0,,43.0,43
54037,1,35.0,43.0,42
54039,1,36.0,47.0,46
54041,0,,41.0,41
54043,1,,40.0,40
54045,0,24.0,32.0,32
54047,0,21.0,23.0,23
54049,0,31.0,42.0,41
54051,1,52.0,47.0,47
54053,0,36.0,46.0,46
54055,0,28.0,39.0,39
54057,1,36.0,43.0,43
54059,0,23.0,29.0,29
54061,1,32.0,48.0,47
54063,0,15.0,30.0,30
54065,1,14.0,34.0,34
54067,0,,36.0,36
54069,1,34.0,50.0,49
54071,0,28.0,35.0,35
54073,1,,46.0,46
54075,0,,31.0,31
54077,1,,45.0,45
54079,1,36.0,50.0,50
54081,0,27.0,40.0,39
54083,0,38.0,36.0,36
54085,0,,37.0,37
54087,0,,24.0,24
54089,0,22.0,28.0,28
54091,0,31.0,38.0,38
54093,0,,26.0,26
54095,0,,41.0,41
54097,0,,43.0,43
54099,1,,42.0,42
54101,0,,23.0,23
54103,0,,42.0,42
54105,1,,36.0,36
54107,1,40.0,49.0,48
54109,0,35.0,25.0,25
55001,0,,29.0,29
55003,0,,55.0,54
55005,0,42.0,45.0,45
55007,0,,50.0,51
55009,1,32.0,56.0,55
55011,0,,48.0,48
55013,0,0.0,25.0,25
55015,1,,53.0,52
55017,1,29.0,52.0,52
55019,0,,36.0,36
55021,1,46.0,50.0,49
55023,0,,46.0,46
55025,1,39.0,67.0,65
55027,0,32.0,55.0,54
55029,0,43.0,43.0,43
55031,1,33.0,49.0,49
55033,0,33.0,54.0,53
55035,1,38.0,56.0,56
55037,0,,32.0,32
55039,1,37.0,56.0,55
55041,0,,34.0,33
55043,0,50.0,42.0,42
55045,0,,59.0,59
55047,0,,50.0,49
55049,1,,50.0,50
55051,0,,40.0,40
55053,0,,53.0,50
55055,0,42.0,53.0,53
55057,0,27.0,29.0,29
55059,1,35.0,54.0,52
55061,1,,37.0,37
55063,1,31.0,59.0,59
55065,0,,45.0,45
55067,0,,35.0,35
55069,0,,52.0,53
55071,0,37.0,56.0,55
55073,1,29.0,55.0,54
55075,0,,37.0,37
55077,0,,45.0,45
55078,0,,60.0,52
55079,1,36.0,56.0,51
55081,0,16.0,41.0,41
55083,1,,37.0,37
55085,0,45.0,52.0,52
55087,1,34.0,55.0,55
55089,1,52.0,62.0,61
55091,0,,48.0,48
55093,1,76.0,54.0,54
55095,0,,28.0,28
55097,0,45.0,56.0,56
55099,0,,37.0,37
55101,1,36.0,57.0,55
55103,0,,48.0,48
55105,1,32.0,54.0,52
55107,0,27.0,28.0,28
55109,1,29.0,53.0,53
55111,0,28.0,48.0,47
55113,0,,32.0,31
55115,0,,51.0,50
55117,1,34.0,59.0,58
55119,0,,21.0,21
55121,0,,46.0,45
55123,0,,35.0,35
55125,0,,55.0,55
55127,0,35.0,58.0,57
55129,0,,37.0,36
55131,1,43.0,60.0,60
55133,1,49.0,62.0,62
55135,0,20.0,51.0,51
55137,0,,48.0,48
55139,1,36.0,55.0,55
55141,0,22.0,40.0,40
56001,0,19.0,49.0,48
56003,0,,30.0,29
56005,0,38.0,44.0,43
56007,0,16.0,39.0,38
56009,0,,41.0,41
56011,0,,40.0,40
56013,0,,43.0,41
56015,0,,31.0,30
56017,0,,38.0,37
56019,0,,45.0,44
56021,1,26.0,48.0,47
56023,0,,44.0,44
56025,1,28.0,46.0,45
56027,0,,13.0,13
56029,0,,47.0,47
56031,0,,39.0,39
56033,0,31.0,44.0,43
56035,0,,42.0,42
56037,0,24.0,39.0,39
56039,0,,55.0,54
56041,0,,37.0,37
56043,0,,42.0,41
56045,0,,25.0,25
72001,0,,,18
72003,1,,,18
72005,1,,21.0,14
72007,1,,,13
72009,1,,,18
72011,1,,,19
72013,1,,,13
72015,1,,,18
72017,1,,,10
72019,1,,,12
72021,1,,23.0,17
72023,1,,28.0,22
72025,1,,20.0,16
72027,1,,,17
72031,1,,21.0,20
72033,1,,,14
72035,1,,,16
72037,1,,,18
72039,1,,,15
72041,1,,,20
72043,0,,,16
72045,1,,,12
72047,1,,,16
72049,0,,,6
72051,1,,50.0,23
72053,1,,0.0,15
72055,1,,,15
72057,1,,,18
72059,1,,,23
72061,1,,41.0,27
72063,1,,,16
72065,1,,,12
72067,1,,,19
72069,1,,31.0,20
72071,1,,,18
72073,0,,,20
72075,1,,,13
72077,1,,,17
72079,1,,,12
72081,1,,,12
72083,0,,,17
72085,1,,,16
72087,1,,,17
72089,1,,,22
72091,1,,0.0,12
72093,0,,,0
72095,1,,,25
72097,1,,33.0,19
72099,1,,,19
72101,1,,,18
72103,1,,,17
72105,1,,,11
72107,1,,,21
72109,1,,,11
72111,1,,,16
72113,1,,35.0,22
72115,1,,,14
72117,1,,53.0,16
72119,1,,,24
72121,1,,,14
72123,0,,,16
72125,1,,,16
72127,1,,32.0,25
72129,1,,,15
72131,1,,,20
72133,0,,,19
72135,1,,,16
72137,1,,,17
72139,1,,27.0,22
72141,0,,,17
72143,1,,,22
72145,1,,,15
72147,0,,55.0,18
72149,1,,,11
72151,1,,,17
72153,1,,,16
