GEOID,Segregation index,Average Traffic Volume per Meter of Major Roadways,% Vaccinated,% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (White),Violent Crime Rate
27137,65.599130515,120.55993283,49.0,46.0,30.0,49.0,238.53915332
27139,45.177509384,119.25700929,52.0,53.0,28.0,53.0,99.286971147
27141,72.553805096,53.199207589,48.0,33.0,21.0,49.0,103.9194023
27143,,56.382319964,36.0,,,36.0,53.615709403
27145,64.968206312,129.37088204,45.0,46.0,24.0,46.0,199.02080465
27147,41.89414716,39.019272558,52.0,,26.0,52.0,125.5595589
27149,,50.457270542,55.0,,,,148.28450171
27151,61.319275224,86.226800072,32.0,,,,85.292392985
27153,,42.258399203,17.0,,,,105.36536992
27155,,44.588475026,21.0,,,,161.83610416
27157,,178.68051721,50.0,,,,82.246504524
27159,43.348833834,73.697092357,21.0,,,,79.46828493
27161,43.14551226,77.762375408,51.0,,,52.0,89.342022283
27163,44.220614145,149.69359525,54.0,59.0,31.0,54.0,94.064397322
27165,,38.837439057,47.0,,,48.0,172.52338146
27167,,54.162280375,54.0,,,,100.65814944
27169,37.29947904,114.36988429,59.0,41.0,23.0,59.0,95.104566
27171,55.402690664,130.79890189,50.0,50.0,30.0,50.0,75.969276345
27173,,57.511807853,38.0,,,,120.94335819
28000,49.483162091,104.82047238,41.0,,,,279.48428872
28001,42.920266129,150.33542613,45.0,,37.0,52.0,303.72295457
28003,42.689358958,35.335638876,42.0,27.0,35.0,42.0,
28005,14.339416274,5.3247030379,24.0,,17.0,27.0,
28007,28.181827165,24.261520311,47.0,,36.0,52.0,
28009,32.882974962,14.912087614,41.0,,31.0,44.0,
28011,56.687807167,94.39912487,41.0,58.0,33.0,49.0,
28013,32.126869155,16.589456204,41.0,,33.0,43.0,
28015,15.9463538,13.616222886,40.0,,29.0,44.0,
28017,24.242496392,17.912876259,40.0,,30.0,44.0,
28019,38.269743096,7.7272280255,34.0,,25.0,37.0,60.448528078
28021,25.02632701,39.780935589,32.0,,28.0,40.0,279.98437297
28023,32.738588524,9.3177673853,29.0,,20.0,31.0,
28025,21.812124955,66.833001495,33.0,,24.0,38.0,275.81751317
28027,46.217271203,93.799947931,35.0,45.0,27.0,47.0,
28029,30.976371538,27.009254642,48.0,,35.0,55.0,
28031,39.619348341,61.330425399,47.0,,33.0,51.0,
28033,31.066225991,170.83090093,53.0,42.0,41.0,55.0,161.37522163
28035,55.532806798,163.86450797,49.0,36.0,39.0,51.0,195.5616019
28037,31.795758562,23.012663389,27.0,,18.0,30.0,
28039,50.332175097,16.382311677,23.0,,11.0,23.0,59.276822762
28041,2.3717978257,2.2381245759,29.0,,23.0,30.0,109.00370613
28043,40.807211375,131.70829119,39.0,,28.0,44.0,
28045,35.188243406,79.093622958,39.0,61.0,26.0,39.0,123.61534757
28047,38.466234461,168.30210919,35.0,37.0,29.0,37.0,234.22057014
28049,56.516854456,299.7605046,41.0,39.0,29.0,50.0,755.01275122
28051,22.146058056,20.940312383,28.0,,19.0,43.0,
28053,21.693410878,67.634716017,16.0,,13.0,21.0,
28055,,4.1277872993,25.0,,10.0,50.0,
28057,41.754620228,11.329887659,51.0,,41.0,52.0,106.73725557
28059,53.523760372,120.30132209,38.0,44.0,30.0,39.0,219.95632296
28061,30.445990489,7.0106258553,41.0,,33.0,46.0,
28063,16.892004674,13.027174182,28.0,,23.0,46.0,251.50905433
28065,13.199881785,5.0399848145,45.0,,42.0,47.0,
28067,54.931637511,150.29010786,48.0,56.0,38.0,50.0,224.09578136
28069,34.164790355,5.8630240736,31.0,,23.0,35.0,98.543742472
28071,15.9991235,91.571547617,54.0,61.0,38.0,58.0,
28073,36.151530755,120.3116283,50.0,,42.0,51.0,57.750866263
28075,51.621371988,103.09871702,36.0,58.0,25.0,39.0,358.66326769
28077,26.618282784,2.0677220201,45.0,,37.0,47.0,
28079,24.873276274,6.9027671726,35.0,,23.0,39.0,
28081,41.717966575,81.050149208,54.0,53.0,42.0,56.0,
28083,52.3113463,117.81612402,38.0,65.0,30.0,46.0,613.8075049
28085,36.125888324,53.67768035,50.0,,39.0,53.0,107.89426362
28087,47.656425111,52.127110766,36.0,44.0,26.0,40.0,
28089,49.796318742,102.82181582,48.0,55.0,28.0,54.0,155.18100675
28091,35.752431051,22.597047969,38.0,,38.0,39.0,292.9951039
28093,25.755325725,38.075522306,42.0,,31.0,47.0,373.76348921
28095,56.213099856,30.838618387,45.0,,30.0,49.0,
28097,11.585750396,18.885150211,39.0,,28.0,45.0,
28099,40.321475074,50.440741169,21.0,,15.0,20.0,
28101,32.424660579,15.913447102,29.0,,22.0,30.0,
28103,14.671633093,26.196134466,37.0,,33.0,43.0,
28105,20.192318803,118.74321418,50.0,,40.0,54.0,176.0120694
28107,26.92425197,42.523673571,50.0,,35.0,56.0,445.52073146
28109,46.035303251,42.030677954,45.0,58.0,35.0,46.0,
28111,23.877303607,18.333762509,40.0,,32.0,42.0,
28113,32.414519978,86.313621557,34.0,,21.0,40.0,
28115,26.692163733,33.648087475,35.0,,27.0,36.0,
28117,49.32525646,32.813716073,53.0,,46.0,53.0,
28119,25.273895605,22.44739482,40.0,,31.0,50.0,
28121,24.165619112,128.64663066,48.0,37.0,37.0,49.0,64.424575364
28123,12.862449899,23.974417609,32.0,,22.0,35.0,482.6609307
28125,14.558491154,49.649207259,27.0,,14.0,42.0,
28127,11.323807594,38.108477435,42.0,,28.0,46.0,
28129,17.269841591,6.5450449094,46.0,,39.0,48.0,
28131,21.888000443,28.861858924,34.0,,23.0,35.0,174.59745587
28133,34.420224921,58.015703087,20.0,,16.0,25.0,
28135,26.754983969,41.332164406,29.0,,18.0,39.0,
28137,33.96195764,55.841242271,49.0,,36.0,52.0,
28139,19.875842199,47.373897987,44.0,,33.0,45.0,
28141,50.176212075,18.386114568,48.0,,44.0,48.0,25.648917616
28143,8.5868611847,98.2730265,39.0,,34.0,45.0,429.20524691
28145,41.035462564,57.533485505,40.0,,30.0,41.0,
28147,9.8811023205,8.5934270505,30.0,,21.0,34.0,
28149,30.599190414,112.98157158,40.0,46.0,26.0,46.0,343.80881286
28151,48.325700414,149.38226989,37.0,54.0,28.0,48.0,282.69762063
28153,31.462505061,11.721937234,36.0,,25.0,39.0,
28155,42.094173314,27.581723885,33.0,,25.0,34.0,
28157,8.3546604621,12.699425791,15.0,,11.0,22.0,
28159,28.258057712,26.057610776,23.0,,21.0,23.0,
28161,5.8578052663,20.777934294,31.0,,20.0,34.0,
28163,58.574160505,56.195404664,40.0,,31.0,46.0,
29000,71.318060722,271.97312036,45.0,,,,481.22051342
29001,36.383582443,45.798686547,52.0,,27.0,52.0,247.60744394
29003,68.829142411,22.27323476,49.0,,,,184.17796196
29005,,40.829695625,45.0,,,,103.41261634
29007,45.242844791,54.8493039,30.0,,31.0,30.0,182.94561701
29009,,30.850280264,35.0,54.0,,36.0,242.19313614
29011,,39.22712289,36.0,,,,282.97960882
29013,60.480817755,18.661804735,30.0,,,,473.24913186
29015,,30.864183823,37.0,,,,435.08434764
29017,,20.363594864,39.0,,,,437.72544887
29019,35.304047308,210.37491245,50.0,50.0,34.0,51.0,361.89453359
29021,49.395685053,176.94921383,53.0,45.0,40.0,53.0,462.95002041
29023,55.00375038,59.839297788,22.0,,16.0,23.0,502.7868091
29025,,19.828477131,45.0,,,,189.5206243
29027,42.603809007,68.98106046,51.0,,43.0,51.0,367.53994756
29029,61.782072611,55.121925992,35.0,,,36.0,262.62003448
29031,47.120222742,79.03736823,48.0,46.0,28.0,49.0,362.2795548
29033,45.486001887,6.9244876424,48.0,,,,155.35704378
29035,,18.525205467,28.0,,,,430.48469388
29037,46.793573478,48.267937859,47.0,65.0,34.0,47.0,185.18974561
29039,,58.080002735,29.0,,,,370.30379292
29041,31.866892273,16.148647078,32.0,,13.0,32.0,438.74227215
29043,77.98611369,65.42954493,51.0,,31.0,51.0,164.41524183
29045,,25.834299436,49.0,,,,125.08277537
29047,37.600106416,310.84400565,53.0,47.0,39.0,53.0,
29049,5.0158804144,50.653577644,45.0,,28.0,45.0,455.74195576
29051,41.175303536,178.91734669,58.0,56.0,46.0,59.0,256.98912838
29053,43.504373224,20.169431587,44.0,,33.0,44.0,99.122061739
29055,,90.810322447,30.0,,,,162.82755476
29057,,20.938752894,42.0,,,,303.75812376
29059,,28.156247162,25.0,,,,323.10177706
29061,,12.292749918,41.0,,,,145.73718727
29063,,50.385251277,43.0,,,,134.60675598
29065,,56.06792581,27.0,,,,92.654717403
29067,,27.686134881,36.0,,,,175.38622285
29069,48.872315078,58.542078336,37.0,,32.0,38.0,502.12561161
29071,55.12489921,120.38656553,52.0,50.0,41.0,52.0,195.11869323
29073,,59.15062392,40.0,,,,145.26045537
29075,,28.035545778,45.0,,,,51.978911413
29077,45.007556661,299.92097702,52.0,46.0,41.0,52.0,770.34334213
29079,,66.16549369,45.0,,,,78.281716327
29081,,23.554630002,37.0,,,,58.014735743
29083,59.09618173,74.256646063,35.0,,37.0,35.0,312.27591312
29085,,11.106696046,25.0,,,,10.90572005
29087,,23.225137953,42.0,,,,179.91678849
29089,43.055036985,58.823881265,39.0,,26.0,40.0,117.09601874
29091,,36.593995183,37.0,27.0,12.0,37.0,262.58804789
29093,,39.39101947,38.0,,,,275.69909413
29095,60.204803713,370.21992047,48.0,45.0,37.0,51.0,941.43198334
29097,42.142938241,110.44271057,49.0,47.0,43.0,49.0,416.10235181
29099,66.611883873,187.65691603,52.0,39.0,43.0,52.0,191.70586906
29101,45.603763335,35.160531476,42.0,,37.0,42.0,191.32711444
29103,,29.083072654,43.0,,,,0.0
29105,,64.127412198,27.0,,,27.0,290.80437054
29107,41.250187634,37.04097914,38.0,,35.0,39.0,111.84292283
29109,71.757241016,55.421872931,38.0,,,39.0,447.72489951
29111,35.169762972,21.135164417,31.0,,16.0,31.0,147.44913005
29113,35.087501583,43.283021621,43.0,,28.0,44.0,284.69946356
29115,,16.996180677,40.0,,,,322.5411342
29117,64.200509315,77.267468973,48.0,,,,218.05494985
29119,67.422610474,27.916509059,34.0,,,35.0,584.65232083
29121,53.016145769,80.521757769,40.0,,20.0,40.0,233.69794541
29123,,14.806231366,38.0,,,,340.87263394
29125,,23.679081259,44.0,,,,142.06097694
29127,47.027570478,160.23673136,23.0,,24.0,23.0,274.59954233
29129,,31.098833786,32.0,,,,40.799673603
29131,,49.334379084,45.0,,,,349.51916431
29133,57.515326881,65.281380854,29.0,,21.0,30.0,463.83174592
29135,,50.649979084,51.0,,,,194.93177388
29137,31.097711051,45.659309121,37.0,,23.0,37.0,87.051142546
29139,29.165150906,84.961375911,33.0,,,,238.34858481
29141,,31.848978026,39.0,,,39.0,225.94100705
29143,40.015124507,28.012366073,33.0,,19.0,34.0,173.38930462
29145,54.759113271,85.643316824,40.0,24.0,24.0,40.0,254.84199796
29147,58.491577248,13.110977568,31.0,,,,158.95481764
29149,,34.80018304,26.0,,,,163.85980883
29151,,51.980616367,60.0,,,,55.947185857
29153,,7.0166491456,37.0,,,,143.15253698
29155,40.361594947,24.578529241,29.0,,17.0,30.0,887.41147565
29157,,53.374245992,40.0,,,,318.39653418
29159,59.096412367,142.81370358,47.0,25.0,40.0,47.0,361.22461065
29161,39.146123325,176.88000833,38.0,42.0,30.0,39.0,340.19695613
29163,40.807574118,35.001066752,31.0,,23.0,31.0,116.11892739
29165,36.375245144,292.10465139,54.0,58.0,39.0,54.0,134.18214469
29167,,51.043340495,27.0,,,,392.54170756
29169,37.896443032,50.293563519,20.0,6.0,9.0,21.0,268.23337232
29171,,26.186475318,42.0,,,,0.0
29173,32.528050136,44.211298597,34.0,,,,152.49901614
29175,45.911348091,24.093053997,41.0,,29.0,42.0,106.32748867
29177,67.515313972,12.768273488,46.0,,23.0,47.0,468.03249735
29179,,10.305074239,33.0,,,,200.61728395
29181,,19.599547875,24.0,,,,361.2370526
29183,32.71474314,262.20616288,55.0,52.0,41.0,56.0,126.39391641
29185,,20.945129014,22.0,,,,374.71758417
29186,72.505461866,22.810454965,39.0,,,,300.84066691
29187,50.289283905,87.120594267,45.0,,34.0,45.0,293.78395233
29189,71.7354352,577.58592033,54.0,50.0,36.0,58.0,344.48737853
29195,34.778107042,22.121232882,49.0,,45.0,50.0,199.18185518
29197,,39.976071968,47.0,,,,159.61691939
29199,,26.609855628,41.0,,,,122.46147566
29201,66.22812069,52.732517706,41.0,,29.0,42.0,935.5865785
29203,,24.208807153,27.0,,,,333.73786408
29205,,26.605112855,37.0,,,,57.334753051
29207,73.922885411,49.854939881,32.0,,24.0,32.0,132.67945316
29209,,27.891343734,39.0,,,39.0,472.28557103
29211,49.476439791,10.768729282,31.0,,,,205.32259338
29213,65.66771667,73.701655002,39.0,50.0,28.0,39.0,347.3272299
29215,,23.987707864,33.0,,,,129.9801091
29217,,62.555857921,35.0,,,,578.4786731
29219,37.440709416,77.957933308,50.0,,34.0,50.0,415.01290313
29221,,30.583056282,33.0,,,,374.92982597
29223,,19.681061389,14.0,,,,194.34893108
29225,47.592651905,58.208648641,44.0,,,44.0,180.52486932
29227,,1.083698072,31.0,,,,72.957198444
29229,,49.539778004,30.0,,,,276.39280295
29510,63.927828929,870.8095931,41.0,50.0,30.0,49.0,1819.5144065
30000,77.00969114,145.52186017,42.0,,,,346.20799875
30001,,55.120283372,56.0,,,,106.94615261
30003,,30.506454211,40.0,,,45.0,533.07305353
30005,,13.738928765,18.0,,,21.0,133.1890452
30007,,50.593713147,41.0,,,,437.75170723
30009,,30.898384789,46.0,,,,234.24801606
30011,,1.2044608666,15.0,,,,0.0
30013,61.882973646,229.4441866,47.0,48.0,35.0,47.0,241.44503948
30015,,8.4734523456,26.0,,,,
30017,,142.06437854,37.0,,,38.0,210.10999876
30019,,21.667486262,9.0,,,,28.003360403
30021,,98.671748198,34.0,,,,263.26657031
30023,,1.9475412812,45.0,,,,389.84243868
30025,,54.309470569,12.0,,,,187.79342723
30027,,106.86928476,34.0,,,33.0,502.02994718
30029,82.734466701,123.68840037,43.0,44.0,,43.0,305.0168204
30031,82.029169494,110.63606322,48.0,43.0,,48.0,225.79534639
30033,,12.283220818,26.0,,,,37.523452158
30035,,26.419870663,18.0,,,23.0,225.1025669
30037,,30.639824193,30.0,,,,239.09145248
30039,,46.943585555,28.0,,,,139.79496738
30041,,45.898490522,31.0,,,34.0,467.345716
30043,,35.401105156,45.0,,,45.0,318.07436063
30045,,11.707624196,34.0,,,,179.02813299
30047,64.130614381,50.645653799,38.0,,,42.0,445.98022027
30049,71.056654091,172.79622103,47.0,56.0,55.0,47.0,424.20367794
30051,,17.077213237,34.0,,,,330.44196613
30053,,53.167001683,19.0,,,19.0,203.2096707
30055,,19.083651622,44.0,,,,59.189109204
30057,,20.288752191,23.0,,,,89.160616482
30059,,15.145178707,15.0,,,,106.01643255
30061,,76.289407634,28.0,,,,93.436113058
30063,68.168032758,244.45469942,50.0,53.0,40.0,51.0,345.38297135
30065,,61.93638442,34.0,,,,551.23216602
30067,,114.41597653,29.0,,,29.0,169.82200138
30069,,0.8147472511,28.0,,,,
30071,,44.846905338,39.0,,,40.0,240.35572648
30073,,15.691218876,39.0,,,42.0,104.61092782
30075,,28.269939495,43.0,,,,0.0
30077,,33.995705718,27.0,,,,456.19116582
30079,,8.27699927,28.0,,,,214.13276231
30081,,45.555912229,37.0,40.0,,37.0,198.24273722
30083,,149.57429305,50.0,,,50.0,282.04064703
30085,,67.909119938,28.0,,,32.0,610.90845163
30087,,17.67101705,27.0,,,21.0,138.31994467
30089,,11.771546446,22.0,,,22.0,224.58056277
30091,,61.148627991,50.0,,,,306.25832224
30093,,164.85334865,46.0,,,46.0,318.48969592
30095,,40.867818497,36.0,,,,210.99272075
30097,,47.539828931,18.0,,,,95.524017467
30099,,13.438516949,37.0,,,,221.54755067
30101,,38.815024099,30.0,,,,473.37278107
30103,,0.7168486816,54.0,,,,0.0
30105,,75.093847442,37.0,,,38.0,136.05442177
30107,,40.309575065,18.0,,,,236.18327822
30109,,39.496346801,41.0,,,,0.0
30111,68.160299939,277.79510626,52.0,47.0,26.0,52.0,362.01968879
31000,64.527308315,134.1001553,50.0,,,,285.72416493
31001,61.270224924,53.446151505,59.0,67.0,,60.0,230.58942447
31003,,22.160367139,31.0,,,,97.847358121
31005,,1.8348773149,46.0,,,,0.0
31007,,0.2252640792,40.0,,,,
31009,,6.4422910525,34.0,,,,
31011,,24.968878156,26.0,,,,
31013,,28.052636625,38.0,,,38.0,220.68234983
31015,,6.1466909757,35.0,,,,
31017,,36.15783625,11.0,,,,0.0
31019,68.354593169,63.347668286,61.0,,36.0,62.0,193.34642769
31021,,35.645265359,23.0,,,,82.3723229
31023,,16.634631991,50.0,,,,61.117222833
31025,62.389937107,19.94238127,54.0,,,,125.62074313
31027,,13.957650329,39.0,,,,40.704774089
31029,,13.212865398,19.0,,,,125.56504269
31031,,23.077590091,10.0,,,,239.66446974
31033,,10.782332237,34.0,,,34.0,290.19723575
31035,,6.3446196269,43.0,,,,124.35233161
31037,33.830933697,31.041802337,41.0,,,43.0,
31039,,45.165273114,26.0,,,,22.12511754
31041,,40.620420246,46.0,,,,139.23051933
31043,43.529832083,141.76873361,44.0,,,46.0,234.14634146
31045,,37.970682814,40.0,,,40.0,143.65434554
31047,60.014127743,31.876543995,35.0,,,36.0,152.18478986
31049,,20.933097321,28.0,,,,0.0
31051,,15.228810258,43.0,36.0,,44.0,27.731558514
31053,81.442900032,42.985863043,61.0,,,61.0,196.75894297
31055,60.375146294,309.62297626,61.0,59.0,45.0,63.0,486.48732443
31057,,4.8570409244,9.0,,,,
31059,,8.3989458678,32.0,,,,17.985611511
31061,,6.9425647649,21.0,,,,33.400133601
31063,,8.4476533919,41.0,,,,
31065,,29.505276545,32.0,,,,62.034739454
31067,57.090765744,38.361104649,32.0,,,,436.78837848
31069,,14.414235199,25.0,,,,
31071,,3.7898289258,28.0,,,,49.431537321
31073,,17.210813943,44.0,,,,76.647930506
31075,,6.7699875711,35.0,,,,
31077,,5.3870920493,30.0,,,,
31079,39.8902726,59.6542743,55.0,54.0,51.0,55.0,288.29412479
31081,,33.857917453,54.0,,,,202.05329838
31083,,13.080131488,28.0,,,,
31085,,0.6732426954,56.0,,,,323.97408207
31087,,14.285344341,32.0,,,,121.80267966
31089,,36.898369414,14.0,,,,77.167936722
31091,,10.457354356,60.0,,,,0.0
31093,,9.370162663,27.0,,,,
31095,,38.637827936,16.0,,,,779.98924153
31097,,11.100506886,13.0,,,,116.86793923
31099,,30.042933103,33.0,,,,98.739176667
31101,,20.468365082,51.0,,,51.0,105.74112086
31103,,3.4474032318,16.0,,,,0.0
31105,,21.46410979,21.0,,,21.0,218.10250818
31107,,5.5038923208,39.0,,,40.0,52.761167781
31109,48.851525656,106.42396083,60.0,62.0,42.0,60.0,325.95538506
31111,48.027384491,42.745367725,50.0,,58.0,50.0,273.99175229
31113,,4.7218284742,36.0,,,,
31115,,7.6797664989,33.0,,,,
31117,,1.7032188259,33.0,,,,
31119,51.909560455,66.339493775,50.0,50.0,28.0,50.0,142.00107921
31121,,39.967180622,33.0,,,,64.416387529
31123,,32.138479397,42.0,,,42.0,58.602906704
31125,,23.435505319,19.0,,,,
31127,,32.522440249,58.0,,,,99.002899371
31129,,21.952807556,20.0,,,,
31131,,30.360134145,35.0,,,35.0,74.985940136
31133,,11.6931611,11.0,,,,18.758206715
31135,,20.883162724,50.0,,,,34.234851078
31137,,82.869131163,50.0,,,,97.097853059
31139,,22.131668279,32.0,,,,73.800738007
31141,,84.979024191,57.0,,,57.0,102.25260973
31143,,22.000801487,58.0,,,,9.6024582293
31145,,38.682919182,52.0,,,52.0,96.418732782
31147,,37.519408797,40.0,,,39.0,37.364553494
31149,,17.338118976,9.0,,,,0.0
31151,34.485049834,34.527495863,27.0,,,,236.46416525
31153,39.766599189,90.479860142,56.0,52.0,38.0,58.0,84.643599148
31155,,18.667959843,45.0,,,,61.915081085
31157,,50.896775683,47.0,67.0,,47.0,204.78294411
31159,,33.670815946,19.0,,,,56.644009063
31161,,15.395860596,22.0,,,,190.96985404
31163,,5.3012856583,44.0,,,,48.575129534
31165,,1.8857519721,28.0,,,,
31167,,5.1281148915,50.0,,,,58.16852252
31169,,3.9717954808,19.0,,,,116.12154055
31171,,14.138532102,38.0,,,,
31173,,33.553073173,22.0,,,20.0,61.685557869
31175,,58.189788246,39.0,,,,96.922704143
31177,40.263146993,68.888061458,41.0,,,,71.688131906
31179,,41.148078607,51.0,,,,
31181,,13.456831163,23.0,,,,110.42097999
31183,,2.7262322363,32.0,,,,202.7027027
31185,,32.303520604,50.0,,,,21.598272138
32000,45.050852278,807.94721533,37.0,,,,657.20657874
32001,45.253092836,172.58983525,42.0,51.0,,41.0,211.3026185
32003,34.754853715,849.97979398,34.0,35.0,23.0,37.0,757.03947239
32005,55.290811934,238.75437338,46.0,48.0,31.0,46.0,151.68316003
32007,67.249129975,129.595164,36.0,43.0,,36.0,403.76345096
32009,,54.045843435,19.0,,,,117.8550383
32011,,23.213444071,29.0,,,,337.75633293
32013,,79.509667915,18.0,,,18.0,326.76928369
32015,,55.182711337,19.0,,,20.0,619.78348897
32017,,21.466549015,33.0,20.0,23.0,34.0,39.001560062
32019,46.947213314,115.21710273,37.0,33.0,14.0,37.0,270.0716692
32021,,84.807490477,23.0,,33.0,24.0,135.22650439
32023,33.595342996,33.285839812,30.0,36.0,19.0,30.0,166.5446127
32027,,60.762601784,33.0,,,34.0,712.60652366
32029,,299.90193395,40.0,,,,891.51180311
32031,44.105816572,1106.1089227,45.0,44.0,32.0,46.0,438.61610637
32033,,202.41206505,33.0,,,33.0,220.51821781
32510,55.128725867,224.24527985,44.0,38.0,33.0,45.0,291.08472678
33000,64.205092132,186.93899482,49.0,,,,196.8358977
33001,68.388081733,74.645239477,49.0,40.0,23.0,49.0,238.69108088
33003,,67.471340892,51.0,56.0,50.0,51.0,181.4903147
33005,53.194174555,74.515544896,44.0,43.0,33.0,44.0,187.30609281
33007,,62.263736657,31.0,42.0,,31.0,158.66981803
33009,67.706259104,54.458837086,40.0,31.0,23.0,40.0,166.82952406
33011,54.464532844,375.37116661,53.0,51.0,39.0,53.0,273.06590869
33013,68.935287441,117.00869761,53.0,54.0,42.0,53.0,157.63524344
33015,53.882921686,140.22568218,53.0,49.0,32.0,53.0,117.1787026
33017,61.436153931,113.88033899,50.0,52.0,43.0,50.0,235.77068532
33019,79.846212199,50.135083224,41.0,62.0,,41.0,175.22899243
34000,62.423650014,660.57319115,49.0,,,,253.09456476
34001,57.853206626,288.49412843,48.0,45.0,35.0,51.0,373.1873109
34003,54.947557799,965.10062016,50.0,57.0,37.0,51.0,84.250499119
34005,52.049718171,240.07548398,53.0,54.0,41.0,55.0,162.75354558
34007,56.431166599,623.273179,52.0,56.0,39.0,56.0,464.90041066
34009,60.281419065,85.545219413,51.0,46.0,42.0,51.0,235.92623479
34011,27.166253575,60.320976872,47.0,46.0,38.0,50.0,516.27564574
34013,74.196205051,1347.4424419,43.0,47.0,32.0,51.0,606.18997605
34015,34.650217166,233.31303826,49.0,48.0,39.0,50.0,115.52068542
34017,59.537272775,979.52922972,37.0,42.0,27.0,39.0,341.7111839
34019,65.934952632,223.30163926,52.0,53.0,42.0,52.0,42.286840415
34021,54.995491258,417.13780535,51.0,55.0,38.0,54.0,375.28864469
34023,38.890662058,843.30175868,50.0,55.0,39.0,52.0,148.55705318
34025,57.109486271,328.04982546,50.0,52.0,38.0,51.0,149.57254746
34027,44.244478267,403.49618503,54.0,55.0,45.0,55.0,63.485906129
34029,45.820375943,266.2821314,50.0,45.0,37.0,50.0,99.252412089
34031,60.858626688,1006.9401107,45.0,46.0,32.0,48.0,382.03689452
34033,54.548089685,107.49622146,49.0,40.0,37.0,50.0,266.00502454
34035,61.01973714,319.60266944,53.0,56.0,39.0,55.0,64.202760719
34037,49.460029114,70.170707797,51.0,49.0,40.0,51.0,54.26426698
34039,55.898300838,1046.8610174,47.0,50.0,36.0,51.0,356.53325539
34041,41.574920762,186.94564384,52.0,49.0,42.0,52.0,70.825515947
35000,51.754788819,292.0326834,40.0,,,,649.88442579
35001,40.964850566,626.7282759,42.0,48.0,30.0,43.0,944.83551575
35003,,2.3617356264,25.0,,,24.0,158.1823411
35005,44.327543815,82.226417281,42.0,38.0,38.0,43.0,622.07923887
35006,43.514760596,71.747994265,42.0,,39.0,40.0,543.13919777
35007,,81.681767601,45.0,,,44.0,273.50710704
35009,35.789269813,84.563762734,40.0,46.0,24.0,43.0,407.38621792
35011,,83.762908434,13.0,,,11.0,218.459858
35013,58.573991193,196.87445182,40.0,36.0,34.0,41.0,282.71952821
35015,41.285228269,59.378962563,40.0,50.0,38.0,41.0,567.4680909
35017,56.543219333,100.23353518,39.0,58.0,31.0,39.0,
35019,,128.92394327,33.0,,,32.0,511.53802433
35021,,2.6468363956,35.0,,,35.0,
35023,,90.945827163,25.0,,,24.0,504.54086781
35025,44.007408318,101.75319897,25.0,42.0,18.0,28.0,438.84524856
35027,51.958324242,118.21197908,37.0,,,38.0,379.55196942
35028,,141.63445204,48.0,52.0,,49.0,178.11704835
35029,48.996789023,73.637252109,31.0,,,34.0,700.97767939
35031,54.756218459,89.922099004,50.0,44.0,33.0,43.0,710.1548164
35033,,6.0926550362,38.0,,,36.0,119.93022242
35035,44.828141424,60.223737706,35.0,40.0,26.0,35.0,354.53032473
35037,53.847814534,50.820985946,36.0,,,36.0,479.58825594
35039,62.805418836,98.088870045,36.0,,25.0,32.0,602.15815507
35041,52.508151694,78.011502789,24.0,,,25.0,478.14780639
35043,34.708110579,144.26775838,42.0,31.0,26.0,43.0,245.96825168
35045,67.581228289,132.23892391,49.0,45.0,24.0,46.0,744.35520282
35047,67.00757495,56.918057712,36.0,,,36.0,479.91690991
35049,57.028378218,288.93370571,42.0,40.0,30.0,44.0,325.88109216
35051,,96.675506464,21.0,,,20.0,531.81900126
35053,86.446805371,91.234752913,40.0,,,40.0,515.09100906
35055,,73.178594966,41.0,50.0,,41.0,416.67300293
35057,,42.09471223,34.0,,,33.0,396.49008775
35059,,101.42620423,23.0,,,23.0,130.36264518
35061,49.299198324,84.333069263,39.0,33.0,31.0,39.0,917.35837825
36000,73.916419447,2359.1449378,48.0,,,,379.02571276
36001,60.424133893,2106.6802276,52.0,54.0,36.0,54.0,348.21844179
36003,,27.253401868,47.0,,25.0,47.0,195.02941427
36005,46.537444643,3705.6128009,38.0,51.0,33.0,45.0,586.05761611
36007,50.973945274,663.09466602,51.0,46.0,39.0,52.0,314.95458616
36009,70.477952423,266.80082941,46.0,,38.0,47.0,197.20040087
36011,62.069308116,255.07502022,55.0,42.0,42.0,56.0,241.44125779
36013,64.956686367,227.66007914,51.0,38.0,35.0,52.0,271.38336813
36015,55.226541891,438.22223301,52.0,58.0,43.0,52.0,192.94740036
36017,35.35539923,167.75147936,49.0,,32.0,49.0,183.39412319
36019,56.827222009,198.71676121,49.0,48.0,38.0,49.0,157.25500595
36021,57.447583107,69.089788275,50.0,56.0,40.0,50.0,145.53647045
36023,45.057210307,324.11532148,53.0,46.0,60.0,53.0,89.542293116
36025,35.617256362,48.180260641,47.0,42.0,32.0,47.0,193.05876087
36027,52.896361405,726.54217783,50.0,54.0,39.0,51.0,203.66598778
36029,72.486680335,1170.0493989,46.0,48.0,34.0,49.0,427.52334492
36031,,91.058522134,52.0,,53.0,52.0,166.76003492
36033,53.062864274,147.60967943,46.0,,,50.0,183.45743689
36035,61.058811599,110.83628252,50.0,,69.0,50.0,204.07216734
36037,50.099663657,176.73798128,47.0,,32.0,48.0,219.98742929
36039,43.979280058,39.551718694,45.0,58.0,38.0,45.0,225.00426548
36041,,20.311591264,53.0,,,,74.286320705
36043,66.829724556,391.81299381,49.0,,45.0,49.0,210.88572002
