GEOID,Segregation index,Average Traffic Volume per Meter of Major Roadways,% Vaccinated,% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (White),Violent Crime Rate
44000,60.522758353,557.88958872,48.0,,,,229.06811378
44001,64.419724857,267.98014754,54.0,38.0,27.0,54.0,70.294830783
44003,38.658133027,333.74857602,50.0,47.0,36.0,50.0,111.85648419
44005,51.57252621,271.16309312,50.0,35.0,34.0,50.0,163.8130832
44007,52.708562552,759.63635264,47.0,38.0,35.0,49.0,312.12648114
44009,54.183975018,142.86147283,49.0,46.0,31.0,49.0,75.128806361
45000,46.051114813,52.698737739,48.0,,,,499.79573397
45001,28.045672286,11.569478929,29.0,,28.0,29.0,341.19308921
45003,27.054040027,32.837216901,51.0,58.0,36.0,53.0,453.0783204
45005,16.938345477,21.992276857,24.0,,21.0,25.0,481.86659904
45007,43.04665818,27.777994316,52.0,55.0,39.0,53.0,600.10181676
45009,31.548675769,22.519551113,25.0,,19.0,29.0,419.02718648
45011,30.588902352,20.469829517,35.0,,28.0,38.0,730.14419776
45013,54.146294444,29.698368261,52.0,48.0,28.0,55.0,388.52511178
45015,28.198582561,44.862407975,47.0,47.0,38.0,50.0,337.9659031
45017,22.337475526,14.353311614,30.0,,23.0,34.0,312.61680655
45019,49.495278734,149.33701817,50.0,46.0,39.0,52.0,426.11384432
45021,44.411067413,23.791311495,48.0,59.0,41.0,49.0,389.64727602
45023,36.600770803,11.859575671,47.0,,35.0,50.0,688.79245108
45025,28.855559388,19.129546138,45.0,57.0,34.0,49.0,439.9700907
45027,33.558904529,16.169413848,33.0,,28.0,35.0,454.58557684
45029,27.827287695,9.6710782608,33.0,,27.0,35.0,807.93047546
45031,32.967927876,14.18833132,37.0,,28.0,40.0,675.85593597
45033,23.798079469,15.376150172,42.0,,33.0,46.0,913.61592807
45035,21.324899975,36.433070543,44.0,51.0,32.0,46.0,461.31606646
45037,26.306131797,12.990182171,47.0,,38.0,51.0,98.651135437
45039,16.547690794,3.9374477293,29.0,,23.0,33.0,725.71804429
45041,37.754650391,32.446564768,43.0,36.0,34.0,47.0,560.25450321
45043,39.660749495,44.425410016,47.0,66.0,30.0,49.0,477.41281494
45045,40.884614369,62.557520103,54.0,51.0,43.0,55.0,532.54528161
45047,28.47531832,31.791832172,50.0,45.0,39.0,52.0,617.00182815
45049,31.746869274,20.310314547,26.0,,22.0,29.0,723.34293948
45051,41.078392287,58.341302208,48.0,42.0,33.0,49.0,569.06809604
45053,22.468212484,34.168276701,37.0,55.0,29.0,41.0,317.81372883
45055,22.648546004,26.110186923,50.0,47.0,39.0,53.0,349.2597895
45057,42.355667232,21.263852718,48.0,40.0,35.0,51.0,409.70847187
45059,25.999125223,18.087972033,47.0,38.0,42.0,48.0,550.95178046
45061,30.643373254,8.2001345168,38.0,,30.0,46.0,610.01086321
45063,38.327022004,59.100797837,49.0,44.0,35.0,50.0,345.84698675
45065,22.181654903,10.652567033,48.0,,35.0,51.0,240.45840581
45067,16.594346574,19.339875746,31.0,73.0,25.0,35.0,741.82805373
45069,26.150283349,15.764752012,33.0,,23.0,38.0,895.21945562
45071,32.419474522,8.6468501463,51.0,73.0,37.0,53.0,290.03849602
45073,43.877079982,10.979454853,52.0,52.0,37.0,52.0,370.49489416
45075,28.64927138,19.184838356,33.0,25.0,27.0,39.0,500.93466389
45077,37.631840278,23.468691288,51.0,58.0,39.0,52.0,342.03864913
45079,43.129983814,115.88267471,45.0,48.0,34.0,51.0,796.20056957
45081,26.779366196,19.116161347,42.0,,38.0,42.0,312.27539716
45083,40.891394008,38.852050215,48.0,42.0,37.0,50.0,419.47028626
45085,31.142543341,33.091881222,47.0,40.0,42.0,51.0,621.01756315
45087,26.687405286,5.8344406763,45.0,,38.0,47.0,671.45505931
45089,30.346691214,12.04934845,31.0,,28.0,33.0,531.05766427
45091,41.680531505,47.650820406,52.0,51.0,38.0,53.0,383.79011216
46000,65.222959573,49.975004559,47.0,,,,372.79715401
46003,,3.9369363333,39.0,,,,18.315018315
46005,,49.86478234,53.0,27.0,,54.0,258.15918911
46007,,6.3524061412,7.0,,,6.0,451.30295531
46009,,3.0149760478,33.0,,,,14.281633819
46011,46.385960636,6.5002948495,59.0,73.0,,59.0,114.15863603
46013,53.709970804,78.455865962,52.0,,31.0,52.0,311.83214828
46015,,45.591697619,42.0,,,43.0,662.04287516
46017,,9.9169300621,37.0,,,26.0,
46019,,32.141885999,32.0,,,32.0,154.72391452
46021,,6.121299193,33.0,,,,37.285607755
46023,,16.26810987,27.0,,,28.0,160.83137449
46025,,4.2142779521,33.0,,,,110.55831951
46027,,11.775452897,60.0,,,61.0,243.46580738
46029,,59.784671123,58.0,,,59.0,287.17180365
46031,,3.6757483839,8.0,,,7.0,11.803588291
46033,,19.108212102,41.0,,,41.0,47.089293072
46035,70.299203953,14.144822825,61.0,,,62.0,414.54161747
46037,,11.0975312,21.0,,,21.0,
46039,,8.1348086571,48.0,,,,34.734282737
46041,,4.6776251353,26.0,,,19.0,0.0
46043,,5.868605318,42.0,,,,83.305564812
46045,,12.425008803,42.0,,,,24.959440909
46047,,43.671142305,20.0,,,21.0,171.79670723
46049,,4.1749594093,22.0,,,,0.0
46051,,41.961172317,35.0,,,,
46053,,5.2020513566,32.0,,,32.0,
46055,,5.7544211659,19.0,,,,
46057,,4.6803584192,41.0,,,,49.846307219
46059,,26.993994934,57.0,,,,29.806259314
46061,,4.8473775191,49.0,,,,29.368575624
46063,,4.6933221291,33.0,,,,78.833267639
46065,,99.131749895,56.0,,,57.0,450.99985818
46067,,4.3860742973,29.0,,,,27.808676307
46069,,7.7035211814,23.0,,,,
46071,,2.4923836858,11.0,,,,
46073,,0.8859308254,22.0,,,,0.0
46075,,8.8701580237,16.0,,,,
46077,,16.39947268,42.0,,,,
46079,,47.000051639,55.0,,,56.0,69.118053636
46081,,27.46794761,50.0,,,50.0,175.91204398
46083,63.252199872,21.641799453,54.0,,,,287.96605032
46085,,8.7669618217,27.0,,,30.0,
46087,,4.6596826272,45.0,,,,26.650084392
46089,,6.1347010521,49.0,,,,41.135335253
46091,,9.9938459177,20.0,,,,208.70291141
46093,48.040764734,41.999860324,43.0,,,43.0,123.80518889
46095,,8.0321176723,20.0,,,19.0,191.02196753
46097,,8.1246995343,26.0,,,,22.089684118
46099,52.871717784,86.650261598,59.0,55.0,29.0,60.0,403.19749386
46101,,14.957945231,35.0,,,36.0,242.30107863
46102,,19.73949716,15.0,,,25.0,0.0
46103,52.572747092,53.069404442,48.0,34.0,25.0,50.0,561.73044312
46105,,4.7762828518,14.0,,,,16.46090535
46107,,11.393765908,28.0,,,28.0,0.0
46109,,13.07898485,25.0,,,26.0,126.25036418
46111,,7.7486192782,45.0,,,,340.42553191
46115,,21.901977947,27.0,,,,22.725551095
46117,,47.62580042,52.0,,,,135.02109705
46119,,0.7636011299,33.0,,,,34.626038781
46121,,26.59685891,20.0,,,7.0,
46123,,57.063288019,20.0,,,19.0,147.46543779
46125,,7.6507566738,39.0,,,,139.09046928
46127,,284.0349518,50.0,,,,145.69993482
46129,40.637159533,39.297127875,17.0,,,17.0,260.94520151
46135,48.494232378,60.398008087,58.0,,,58.0,290.23746702
46137,,0.6469226036,19.0,,,21.0,0.0
47000,66.246885283,209.43046907,49.0,,,,620.76977725
47001,55.72070898,131.70824261,56.0,71.0,50.0,56.0,400.72801584
47003,40.168399507,80.48438595,44.0,,34.0,45.0,425.26432469
47005,28.835936895,22.113900568,47.0,,34.0,47.0,151.52920803
47007,56.355701037,21.008585523,39.0,,,,173.10397057
47009,59.421744484,94.929627158,54.0,52.0,46.0,54.0,353.53913143
47011,40.498556871,138.67439905,45.0,37.0,39.0,45.0,554.09123266
47013,,133.47749899,42.0,,,,418.61456127
47015,24.469398483,47.659058146,45.0,,50.0,45.0,177.18314952
47017,25.284183802,39.744365764,52.0,,44.0,53.0,253.5595865
47019,76.407787761,99.446206154,44.0,,36.0,44.0,270.6788062
47021,34.219854091,80.69422706,48.0,,39.0,48.0,282.82320407
47023,48.770582815,23.38524283,46.0,,36.0,46.0,263.3462144
47025,72.420048722,63.671572563,41.0,,25.0,41.0,317.0577045
47027,34.358902965,31.389068367,46.0,,,,283.26788129
47029,57.729471528,107.36601495,46.0,,45.0,46.0,607.66593955
47031,50.599667583,82.934583943,49.0,45.0,39.0,49.0,458.32986814
47033,15.231019895,30.447720552,43.0,,35.0,44.0,403.5843765
47035,82.898353338,28.2451145,49.0,48.0,49.0,49.0,296.79699429
47037,46.874124658,630.49204258,49.0,46.0,38.0,53.0,1104.5843064
47039,25.711332531,46.45076195,47.0,,28.0,47.0,257.2678158
47041,35.098448687,61.129437553,52.0,,,,303.10880829
47043,41.127693767,63.56355859,50.0,,37.0,51.0,497.12371446
47045,45.60334712,51.30442573,49.0,,38.0,50.0,771.41430336
47047,33.140767622,44.462433169,51.0,,36.0,54.0,258.37810182
47049,,24.187865958,48.0,,,,167.28002676
47051,32.254773862,42.946394259,52.0,,47.0,53.0,381.55956435
47053,46.292083303,61.250550851,51.0,,40.0,53.0,553.35248655
47055,27.069539157,26.331601398,51.0,,41.0,52.0,311.2177481
47057,,38.795817649,41.0,,,,210.36946137
47059,40.938878285,82.992859641,48.0,,39.0,48.0,317.16799673
47061,,23.871769909,38.0,,,,402.02501489
47063,46.750934348,88.874935672,45.0,27.0,36.0,45.0,475.8715777
47065,57.744421403,285.19182902,50.0,53.0,37.0,52.0,662.6181939
47067,,12.663533909,18.0,,,,121.34081602
47069,43.358513981,32.294497875,46.0,,38.0,49.0,626.11460029
47071,41.285303655,43.398102162,45.0,,36.0,45.0,521.30596799
47073,49.451505262,78.828668215,39.0,,28.0,40.0,275.32893866
47075,18.891044465,20.966767487,34.0,,32.0,36.0,1088.4051533
47077,32.898321451,61.624286177,40.0,,30.0,41.0,446.26982434
47079,50.409549217,79.260004819,51.0,,45.0,52.0,334.07918454
47081,33.362383528,30.793519112,42.0,,54.0,42.0,383.236494
47083,46.913907689,15.360131465,49.0,,45.0,49.0,219.96822681
47085,17.957570516,51.945435798,48.0,,29.0,48.0,259.24598031
47087,,18.172601712,46.0,,,,169.49152542
47089,54.379360854,97.627216469,49.0,,55.0,49.0,247.17680689
47091,,37.678380556,34.0,,,,627.67954717
47093,56.325143928,290.59959354,54.0,56.0,41.0,55.0,505.64787656
47095,15.560378656,19.679625732,35.0,,24.0,36.0,209.75353959
47097,40.291365078,23.110250272,45.0,,34.0,47.0,680.64551542
47099,70.384594639,47.434832592,49.0,,39.0,49.0,462.40047184
47101,18.672690431,32.67223891,39.0,,31.0,39.0,484.39408618
47103,47.794983885,53.931566254,51.0,,42.0,51.0,463.13422014
47105,64.341012624,79.949356563,57.0,82.0,51.0,57.0,221.17211478
47107,50.985710884,64.292133522,44.0,,33.0,44.0,515.0377726
47109,20.08590962,36.272539171,48.0,,40.0,48.0,372.85607755
47111,,31.124484806,50.0,,,,287.6546414
47113,42.376170052,114.79539463,51.0,56.0,38.0,55.0,833.77421455
47115,43.213875258,65.478422797,43.0,,32.0,44.0,287.61837952
47117,48.089146239,47.111604105,49.0,,39.0,50.0,512.26745754
47119,35.979699242,86.045749568,54.0,33.0,46.0,55.0,452.90793366
47121,40.820599154,21.789158699,35.0,,,,430.02512028
47123,54.20307492,53.524312558,47.0,,46.0,47.0,475.13981125
47125,34.625828242,123.32179789,47.0,50.0,37.0,49.0,565.56123972
47127,,30.027719553,46.0,,,,110.93502377
47129,,22.322488729,41.0,,,,193.76715647
47131,54.330399964,51.118195019,44.0,,36.0,45.0,436.12693247
47133,,48.739147151,52.0,,,,216.87073601
47135,38.918918919,23.60528231,47.0,,,,253.08446694
47137,,15.215452728,46.0,,,,204.45915685
47139,,29.68109974,39.0,,,,224.12144394
47141,48.885308669,95.070616573,52.0,50.0,47.0,53.0,396.88135866
47143,27.29607478,64.095148506,47.0,,42.0,47.0,279.73096912
47145,32.559825308,78.094213166,53.0,53.0,48.0,53.0,334.03330566
47147,55.873251798,93.011751832,51.0,40.0,37.0,52.0,426.09483716
47149,33.582535867,137.21205347,50.0,39.0,41.0,52.0,491.58465148
47151,,46.140624113,42.0,,,,230.02118017
47153,,62.14708072,45.0,,,,389.13116404
47155,61.893187845,111.06327948,48.0,47.0,21.0,48.0,311.17898786
47157,65.805219279,374.67234899,47.0,46.0,34.0,54.0,1346.1547646
47159,48.29682028,58.852789378,52.0,,48.0,52.0,236.7387289
47161,34.836800496,27.715132268,40.0,,,,439.1562195
47163,50.235210641,147.97941186,50.0,59.0,39.0,50.0,484.19744035
47165,43.065287499,133.35521898,52.0,51.0,41.0,53.0,248.55705793
47167,35.090141045,43.543109451,46.0,,34.0,48.0,668.40495007
47169,42.927454659,24.753242496,58.0,,55.0,58.0,496.38705624
47171,,82.303272923,41.0,,,,251.01801752
47173,,25.191172774,46.0,,,,295.27044683
47175,,13.179571904,31.0,,,,274.11795915
47177,26.195240302,60.796795645,47.0,42.0,43.0,47.0,457.57226294
47179,50.848601074,148.93584073,49.0,49.0,33.0,49.0,332.36098666
47181,52.090538127,24.818970049,45.0,,,,296.9738366
47183,37.657556415,31.83497396,44.0,,33.0,45.0,203.97681415
47185,67.884728486,43.379405517,52.0,,51.0,53.0,254.33308214
47187,26.107648905,123.12751762,56.0,58.0,43.0,57.0,139.67044426
47189,30.65664979,104.44303277,54.0,49.0,46.0,55.0,302.56300142
48000,53.424991032,393.5467965,44.0,,,,420.39014035
48001,35.304894231,71.489005628,43.0,50.0,35.0,45.0,416.60892461
48003,25.861752745,107.38453033,24.0,,36.0,26.0,493.88847502
48005,40.085463665,133.39580743,48.0,52.0,37.0,49.0,311.67123784
48007,59.778522614,4.7679721617,42.0,46.0,,43.0,476.54828759
48009,,19.66073537,46.0,,,,201.65162282
48011,,99.181780328,26.0,,,,152.82730515
48013,,90.269469696,36.0,,31.0,38.0,222.3809038
48015,23.413953827,108.78957243,40.0,,30.0,40.0,237.77981589
48017,,102.1131142,41.0,,,42.0,160.18944143
48019,,14.733772171,39.0,,,40.0,137.71815268
48021,31.748427654,72.291028992,41.0,35.0,32.0,42.0,406.70173732
48023,,65.137527832,18.0,,,18.0,236.01277246
48025,21.546270543,68.523272847,29.0,25.0,30.0,29.0,252.08688695
48027,41.201303726,229.50572327,39.0,33.0,29.0,42.0,411.0096789
48029,44.536756467,511.30667288,38.0,39.0,25.0,40.0,533.05881535
48031,,91.621404866,44.0,,,44.0,136.81762211
48033,,3.1185533379,18.0,,,,466.2004662
48035,47.765226152,52.81147468,30.0,,25.0,31.0,82.208239795
48037,45.089203319,162.31729385,43.0,44.0,35.0,45.0,514.29637328
48039,39.686637624,86.293778862,41.0,51.0,33.0,42.0,182.64601518
48041,33.582402407,275.71775389,53.0,58.0,37.0,55.0,317.12946081
48043,,77.868731579,21.0,,,22.0,162.60162602
48045,,6.1631267394,29.0,,,30.0,0.0
48047,,218.06908468,39.0,,,40.0,234.27272101
48049,47.635153175,124.33261467,41.0,20.0,35.0,41.0,314.49865215
48051,17.476375419,137.28368799,41.0,,33.0,43.0,173.87133521
48053,56.658653402,72.88696199,45.0,17.0,33.0,45.0,247.74134894
48055,45.185992619,60.558786965,45.0,,34.0,47.0,219.3145491
48057,23.870296008,62.997422665,29.0,45.0,21.0,29.0,512.48390599
48059,,89.559627321,40.0,,,40.0,88.394534271
48061,67.081450135,277.00769512,42.0,41.0,33.0,43.0,319.14504091
48063,21.808815883,83.168700945,35.0,,28.0,37.0,337.24805586
48065,,29.849097244,44.0,,,44.0,377.23195574
48067,30.701785208,41.966378686,35.0,,26.0,36.0,377.11291695
48069,,20.874940824,35.0,,,40.0,108.86967659
48071,24.700513178,101.00192518,28.0,,20.0,30.0,348.25999948
48073,34.805617504,80.893033726,43.0,,31.0,45.0,394.90551214
48075,16.197996918,164.62088023,23.0,,,25.0,
48077,,59.837131384,45.0,,,,130.17694422
48079,,9.5798331132,21.0,,,21.0,202.80547575
48081,,25.701334927,46.0,,,47.0,31.167212093
48083,52.707060421,55.171280012,25.0,,,25.0,211.47480691
48085,24.937604784,315.07429368,55.0,56.0,41.0,57.0,156.70945363
48087,,8.8107979058,14.0,,,14.0,162.12710765
48089,26.476277405,45.958958743,31.0,,20.0,32.0,220.73466254
48091,46.330893613,272.94111588,44.0,44.0,30.0,45.0,274.37265223
48093,44.809687706,53.369941685,25.0,,,25.0,230.31203566
48095,,102.95056448,40.0,,,39.0,12.307692308
48097,48.717654389,133.24383343,41.0,,29.0,42.0,342.86604847
48099,38.683900773,123.10572883,35.0,26.0,28.0,37.0,229.36081282
48101,,15.789989963,19.0,,,,280.0140007
48103,,111.46166175,18.0,,,22.0,108.97562909
48105,,55.332698099,23.0,,,22.0,132.2926313
48107,25.530704223,38.87188891,39.0,,,43.0,83.073727934
48109,,95.835187351,14.0,,,17.0,0.0
48111,,148.21235858,27.0,,,27.0,640.53470723
48113,49.092138416,759.89327563,51.0,55.0,39.0,55.0,479.58138792
48115,28.303645402,129.89559298,23.0,,4.0,26.0,433.75974121
48117,24.945547092,30.239252644,35.0,,,39.0,310.11826544
48119,55.546591441,11.266493919,42.0,,35.0,42.0,19.094901661
48121,39.098873179,348.47871828,52.0,50.0,38.0,53.0,170.03344034
48123,34.082606888,84.17427627,29.0,,20.0,31.0,537.75057016
48125,,10.002723029,26.0,,,,316.52724395
48127,,181.03438523,33.0,,,31.0,84.992171774
48129,36.610617453,143.80089727,21.0,,,21.0,316.3646822
48131,,69.387901673,34.0,,,34.0,611.41653394
48133,25.324460201,54.544684942,40.0,,50.0,39.0,213.21347279
48135,44.405288975,241.19739857,39.0,45.0,36.0,41.0,809.23472215
48137,,0.0013002205,30.0,,,27.0,160.42780749
48139,38.855231083,119.1517333,50.0,39.0,36.0,52.0,141.78306882
48141,45.811145406,462.08116059,32.0,36.0,19.0,35.0,364.08938332
48143,57.179918858,53.218834561,47.0,85.0,,47.0,151.06476293
48145,41.663952769,40.981872073,34.0,,19.0,39.0,161.95670137
48147,32.001559303,10.427812237,43.0,,35.0,43.0,144.69220752
48149,15.158394916,40.055441365,44.0,,29.0,45.0,260.83147499
48151,18.142915096,13.48652753,9.0,,,9.0,313.6434919
48153,28.410323282,22.612262428,37.0,,45.0,39.0,467.65393609
48155,,10.608390498,27.0,,,,0.0
48157,46.231436954,132.51699245,46.0,51.0,32.0,49.0,245.5656844
48159,67.527341819,14.156589174,49.0,,53.0,50.0,252.57249766
48161,23.238191236,29.769129465,37.0,,21.0,38.0,154.98361239
48163,56.040756914,113.36248325,35.0,,,39.0,237.49166111
48165,56.763308927,92.646868774,31.0,,21.0,33.0,72.607095466
48167,43.736549665,230.38018305,44.0,45.0,37.0,45.0,289.42407265
48169,,96.025133607,33.0,,20.0,35.0,117.97090051
48171,,45.370078314,51.0,,,52.0,50.219226238
48173,,47.105824825,43.0,,,46.0,0.0
48175,9.2780697563,76.868218056,38.0,,30.0,40.0,211.16536888
48177,37.569345181,83.383595606,39.0,,28.0,43.0,652.04217671
48179,76.775759576,22.623828278,45.0,,25.0,46.0,497.27783255
48181,49.616861019,107.13467406,50.0,57.0,37.0,51.0,272.67968658
48183,29.629653129,179.90299371,48.0,41.0,34.0,51.0,454.1739309
48185,32.246160684,51.932881788,47.0,,37.0,48.0,392.79450453
48187,40.498684741,126.91707429,39.0,37.0,26.0,41.0,195.42377148
48189,38.311899757,101.91840189,39.0,,22.0,43.0,221.58864284
48191,,88.323928317,25.0,,,27.0,268.90224612
48193,,69.853347893,19.0,,,19.0,128.82908674
48195,,7.2140986874,29.0,,,31.0,220.0440088
48197,,158.34104842,35.0,,37.0,35.0,42.247570765
48199,59.605043734,114.01767331,42.0,,28.0,42.0,157.30859298
48201,48.310296049,615.93345368,44.0,50.0,31.0,47.0,730.39482529
48203,37.916954314,90.405278702,46.0,46.0,37.0,49.0,346.65654965
48205,,33.529673858,32.0,,,,364.16605972
48207,6.6226940725,32.754353689,37.0,,,39.0,120.57531651
48209,39.409104333,299.41840932,46.0,45.0,35.0,48.0,243.6988122
48211,,141.44951454,34.0,,,,324.22417786
48213,46.582010106,36.391684498,52.0,64.0,40.0,53.0,339.83740865
48215,76.266544469,248.9830114,46.0,45.0,36.0,48.0,312.42608627
48217,45.731384765,50.048183837,38.0,,26.0,39.0,170.7366065
48219,46.58581355,54.572941601,31.0,,26.0,34.0,447.63513514
48221,74.872232212,54.541835653,49.0,41.0,,50.0,175.56179775
48223,44.81549393,80.512470938,44.0,,36.0,45.0,146.7453
48225,45.425761125,13.890779501,39.0,,29.0,41.0,213.53409941
48227,47.378925877,140.0939944,38.0,44.0,25.0,38.0,607.39104671
48229,,20.720969457,23.0,,,24.0,105.13667768
48231,52.351984246,106.82842632,38.0,58.0,26.0,39.0,365.20045447
48233,43.164571689,8.791806144,38.0,,18.0,39.0,482.77596178
48235,,47.18297821,38.0,,,35.0,63.231109706
48237,,51.054753849,34.0,,,,218.72020638
48239,41.783387714,79.091316262,38.0,,30.0,40.0,208.34733517
48241,59.808008805,54.726609273,38.0,,28.0,39.0,339.83991012
48243,,1.5203246705,24.0,,,23.0,206.46937371
48245,50.850819321,310.43063498,42.0,39.0,32.0,47.0,707.34664315
48247,,39.792199867,30.0,,,28.0,76.643035064
48249,,75.218106673,37.0,,,40.0,583.36560806
48251,42.106967902,101.51170479,46.0,36.0,39.0,47.0,186.77953098
48253,46.309382665,30.187277898,30.0,,18.0,31.0,269.08084999
48255,52.322555233,75.85374461,43.0,,14.0,44.0,261.58940397
48257,36.9588973,84.454227674,50.0,50.0,41.0,51.0,234.13741049
48259,34.701562339,156.68453063,47.0,28.0,36.0,48.0,108.75879031
48261,,64.806498562,44.0,,,,977.99511002
48263,,6.0519894832,20.0,,,,319.28480204
48265,50.668821992,99.005321387,49.0,46.0,36.0,49.0,237.52266814
48267,,16.106559311,24.0,,,25.0,101.99456029
48269,,8.3488584033,,,,,0.0
48271,,21.526460602,25.0,,,29.0,26.198585276
48273,35.094348084,66.498013228,37.0,30.0,13.0,42.0,499.53168904
48275,46.549184776,5.914578015,13.0,,20.0,13.0,221.38299258
48277,40.132093431,88.115431452,48.0,55.0,31.0,49.0,386.24483069
48279,28.880957249,27.455682196,36.0,,14.0,40.0,341.47309907
48281,50.561469143,84.935013559,26.0,44.0,26.0,25.0,140.60894489
48283,,47.710143683,24.0,,,33.0,84.911822338
48285,26.126186752,26.99060466,35.0,,20.0,37.0,153.62530536
48287,43.737213003,81.115531483,48.0,,45.0,49.0,252.50274782
48289,23.450372137,50.952790643,43.0,,37.0,43.0,110.75248402
48291,30.846808228,65.105155945,35.0,21.0,23.0,37.0,409.6518276
48293,26.097624129,44.315835211,43.0,,29.0,45.0,372.74265761
48295,,8.8113087542,29.0,,,,125.31328321
48297,,100.20706463,34.0,,,34.0,320.07878862
48299,,9.0484747992,39.0,,,39.0,141.33688061
48301,,0.0,,,,,452.48868778
48303,43.908668797,480.79966967,45.0,47.0,32.0,46.0,863.40364668
48305,,29.699654117,31.0,,,34.0,121.40455734
48307,38.048048048,119.47641951,23.0,,21.0,23.0,47.741242466
48309,41.276867876,337.57565762,49.0,42.0,38.0,52.0,422.89142211
48311,,84.419813469,28.0,,,32.0,123.07692308
48313,46.613383608,61.082142955,42.0,,36.0,44.0,314.49912441
48315,35.431635318,69.552738045,37.0,,30.0,39.0,645.19306541
48317,,37.278965765,35.0,,,37.0,185.98884067
48319,,15.684213644,42.0,,,41.0,73.072707344
48321,43.297337313,87.14123112,38.0,58.0,25.0,39.0,346.94349583
48323,55.092817391,178.13506519,26.0,,,21.0,179.26761348
48325,52.730520001,75.498373246,37.0,,38.0,37.0,210.66003282
48327,,42.37108126,27.0,,,30.0,256.6495567
48329,42.694441943,283.69384715,42.0,50.0,30.0,44.0,313.91817654
48331,22.632995263,76.068194996,40.0,,34.0,40.0,230.36735366
48333,,60.282226305,18.0,,,18.0,30.590394616
48335,21.92063978,26.610161325,26.0,,,28.0,173.52638143
48337,,38.752438631,26.0,,,27.0,166.30316249
48339,38.267285974,207.93613531,47.0,46.0,33.0,48.0,175.15762311
48341,50.009511128,115.96656739,40.0,,,44.0,208.61167757
48343,15.76101116,52.505751546,43.0,,26.0,46.0,320.06954598
48345,,6.2039790358,26.0,,,,0.0
48347,47.871475508,47.045182313,48.0,52.0,38.0,50.0,290.91848206
48349,31.799995591,102.97681817,47.0,,35.0,49.0,353.95965713
48351,39.14630123,9.1748718074,34.0,,23.0,36.0,63.514467184
48353,47.316498841,100.91394314,33.0,,31.0,33.0,393.81563594
48355,38.909542732,517.14886745,40.0,36.0,30.0,43.0,684.93721178
48357,65.179531284,73.975326669,33.0,,,32.0,269.61568341
48359,,45.407839543,40.0,,,,142.95925661
48361,74.836052417,154.02726611,43.0,45.0,29.0,44.0,324.28630188
48363,59.888198181,51.081259893,44.0,25.0,40.0,45.0,191.69443549
48365,31.072430937,18.736663564,38.0,,25.0,40.0,282.66923512
48367,61.997470481,82.70785002,46.0,40.0,28.0,47.0,130.95367213
48369,,92.883927118,31.0,,,33.0,81.728559023
48371,,64.142833016,16.0,,,20.0,348.41037765
48373,46.391874528,56.657835756,45.0,41.0,33.0,46.0,286.01422573
48375,47.738630094,359.56899962,47.0,52.0,37.0,48.0,639.79945851
48377,,46.057118279,12.0,,,24.0,87.171291588
48379,1.6706594322,37.967760084,38.0,,33.0,39.0,111.83680773
48381,56.75468584,155.21144974,49.0,,30.0,49.0,547.33108925
48383,,52.269220063,19.0,,,23.0,52.847139649
48385,,6.2421230554,35.0,,,37.0,89.86071589
48387,49.590776375,37.956838528,49.0,,40.0,50.0,296.78350846
48389,50.891703119,165.99387297,28.0,,58.0,24.0,407.10712437
48391,32.78357649,119.51388869,28.0,,17.0,31.0,335.66241951
48393,,37.812910972,49.0,,,,115.80775912
48395,39.476494824,93.148095067,41.0,,37.0,41.0,391.47193447
48397,35.593721911,171.959909,51.0,36.0,39.0,52.0,97.401159959
48399,48.220703638,58.178778266,37.0,,,38.0,172.53774263
48401,20.628924531,48.454819835,41.0,,31.0,43.0,379.61369287
48403,5.7895152467,7.2622545862,40.0,,21.0,40.0,332.68205101
48405,50.749616957,22.847218225,45.0,,38.0,47.0,354.85747528
48407,8.0306156533,29.717051277,38.0,,32.0,39.0,206.64935445
48409,42.279739861,95.378737809,39.0,61.0,30.0,41.0,361.34566014
48411,,50.336217408,23.0,,,24.0,109.56595027
48413,,56.501491505,24.0,,,23.0,0.0
48415,31.499128051,43.994840431,31.0,,11.0,33.0,298.14299506
48417,,28.500321118,45.0,,,,103.87297819
48419,30.947739802,39.358019511,42.0,,35.0,44.0,289.37072057
48421,,83.137367405,36.0,,,37.0,145.06769826
48423,38.798301938,174.17229157,52.0,55.0,44.0,53.0,335.00913661
48425,,54.770029185,45.0,,,46.0,108.44129901
48427,,190.80348451,25.0,,,25.0,262.69909515
48429,35.002988643,111.26968412,32.0,,,33.0,188.08103606
48431,,150.96074753,38.0,,,35.0,113.42155009
48433,,18.669963467,12.0,,,,70.997515087
48435,,72.587236307,41.0,,,43.0,139.32868904
48437,33.296664058,36.7747434,23.0,,14.0,24.0,518.74712719
48439,47.514770115,578.23960879,49.0,50.0,37.0,51.0,402.71780245
48441,38.819381445,216.4862431,44.0,43.0,30.0,45.0,426.20264466
48443,,36.944803843,16.0,,,20.0,177.5147929
48445,22.639019793,119.94867075,41.0,,26.0,45.0,254.18426404
48447,,19.990039041,18.0,,,,0.0
48449,31.023090181,84.548068222,41.0,,29.0,43.0,353.02747807
48451,43.541154689,181.39462159,48.0,39.0,40.0,49.0,317.54230722
48453,44.997651997,579.59688215,49.0,52.0,34.0,51.0,370.13237701
48455,46.539367438,19.41079472,37.0,,23.0,38.0,188.46878726
48457,39.321490009,30.402277859,31.0,,20.0,32.0,297.08992234
