Geographic Area Name,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate
"Spink, South Dakota",91.1,21.8,91.1,21.5,91.4,21.8,100.0,0.0
"Stanley, South Dakota",94.9,32.1,94.7,34.7,94.5,34.6,,
"Sully, South Dakota",95.6,25.0,95.5,25.8,95.5,25.8,,
"Todd, South Dakota",79.9,15.6,98.2,35.9,99.4,37.0,100.0,100.0
"Tripp, South Dakota",90.9,22.3,93.9,24.2,93.9,24.3,,
"Turner, South Dakota",92.0,23.7,92.1,23.7,92.5,23.4,86.7,0.0
"Union, South Dakota",92.6,30.6,92.9,29.9,93.1,30.3,97.2,52.8
"Walworth, South Dakota",90.0,24.9,90.4,25.2,90.2,25.0,98.5,0.0
"Yankton, South Dakota",90.9,25.7,92.2,27.2,92.2,27.4,88.1,6.5
"Ziebach, South Dakota",84.1,16.4,96.0,25.9,96.0,25.9,,
"Anderson, Tennessee",87.0,23.3,87.3,23.1,87.3,23.0,91.1,12.9
"Bedford, Tennessee",82.1,16.6,83.0,17.8,84.3,18.7,82.0,6.1
"Benton, Tennessee",82.4,12.3,82.2,12.6,82.1,12.8,91.1,2.6
"Bledsoe, Tennessee",75.6,12.0,76.1,11.7,77.1,11.9,64.0,3.8
"Blount, Tennessee",89.1,24.2,89.3,24.2,89.9,24.7,88.4,17.6
"Bradley, Tennessee",85.3,22.3,86.2,22.6,86.7,22.9,87.8,16.6
"Campbell, Tennessee",77.3,12.4,77.6,12.1,77.7,12.1,43.8,23.1
"Cannon, Tennessee",84.5,15.8,84.4,15.6,85.2,15.8,82.8,14.4
"Carroll, Tennessee",84.1,18.0,83.9,18.8,84.2,18.8,87.2,10.4
"Carter, Tennessee",83.5,17.5,83.8,17.5,83.8,17.4,73.3,9.9
"Cheatham, Tennessee",87.0,21.0,87.4,21.1,87.7,20.9,74.6,16.3
"Chester, Tennessee",85.2,16.0,84.9,16.8,85.2,16.9,91.0,7.6
"Claiborne, Tennessee",80.1,16.1,80.3,16.0,80.2,16.0,71.4,32.9
"Clay, Tennessee",80.3,13.9,80.2,14.2,80.5,14.3,75.5,0.0
"Cocke, Tennessee",80.1,11.6,79.9,11.7,79.8,11.5,87.1,13.9
"Coffee, Tennessee",85.4,20.5,86.4,20.7,86.4,20.6,90.1,20.9
"Crockett, Tennessee",81.2,13.8,82.7,14.6,82.9,15.1,79.5,9.3
"Cumberland, Tennessee",85.8,18.5,85.8,18.1,86.0,18.3,85.6,28.4
"Davidson, Tennessee",89.1,41.7,90.7,47.2,93.9,50.2,88.3,27.7
"Decatur, Tennessee",85.9,14.5,86.0,15.2,86.0,15.2,90.4,7.4
"DeKalb, Tennessee",80.1,16.7,81.1,17.3,81.4,18.2,64.7,0.0
"Dickson, Tennessee",83.7,16.2,84.1,16.1,84.5,16.2,76.8,15.8
"Dyer, Tennessee",83.9,16.1,84.2,17.2,84.2,17.3,83.9,7.8
"Fayette, Tennessee",86.2,22.2,90.0,25.6,90.3,25.6,77.0,12.6
"Fentress, Tennessee",83.0,16.0,82.8,15.7,83.0,15.8,80.4,0.0
"Franklin, Tennessee",87.5,20.8,87.9,21.4,88.3,21.3,88.4,12.5
"Gibson, Tennessee",85.3,18.4,86.4,19.9,86.8,19.9,79.6,9.3
"Giles, Tennessee",85.8,16.5,86.3,17.3,86.6,17.3,80.6,7.9
"Grainger, Tennessee",78.6,10.7,78.6,10.3,79.4,10.4,92.2,22.3
"Greene, Tennessee",84.7,16.7,84.9,17.0,85.0,17.1,88.5,11.2
"Grundy, Tennessee",74.4,13.2,74.5,13.3,74.5,13.2,64.6,4.2
"Hamblen, Tennessee",81.3,16.8,82.8,17.0,84.2,17.7,72.3,15.2
"Hamilton, Tennessee",89.5,32.2,91.3,35.7,92.4,36.3,84.0,15.3
"Hancock, Tennessee",77.1,11.2,77.3,10.9,77.1,11.0,69.0,0.0
"Hardeman, Tennessee",79.6,11.2,81.8,12.9,81.9,12.7,77.3,7.7
"Hardin, Tennessee",81.5,15.0,81.2,14.7,81.7,14.7,95.5,19.2
"Hawkins, Tennessee",84.4,13.7,84.4,13.4,84.4,13.5,77.3,13.9
"Haywood, Tennessee",82.0,11.0,86.0,18.0,86.0,18.9,78.2,4.2
"Henderson, Tennessee",82.7,14.4,83.6,15.2,84.8,15.5,74.9,5.0
"Henry, Tennessee",85.9,16.5,86.3,17.7,86.2,17.6,80.9,4.9
"Hickman, Tennessee",78.6,10.9,79.0,11.4,79.2,11.4,71.6,1.8
"Houston, Tennessee",77.2,13.0,77.6,13.4,77.5,12.9,66.9,6.5
"Humphreys, Tennessee",84.9,14.3,85.0,14.0,85.0,13.8,72.3,17.6
"Jackson, Tennessee",78.2,11.0,78.2,11.3,78.3,11.4,73.0,13.5
"Jefferson, Tennessee",85.3,16.8,85.3,16.7,85.9,17.0,80.7,7.0
"Johnson, Tennessee",79.8,11.6,80.6,12.0,81.3,12.1,56.9,1.5
"Knox, Tennessee",91.7,37.6,92.2,38.6,92.9,38.8,90.0,20.5
"Lake, Tennessee",72.9,9.4,74.0,10.6,74.3,10.7,69.3,5.8
"Lauderdale, Tennessee",77.1,8.3,78.6,9.2,79.9,9.3,74.8,5.9
"Lawrence, Tennessee",83.4,14.3,83.2,14.2,83.7,14.4,87.1,6.6
"Lewis, Tennessee",84.3,10.4,84.2,10.3,84.0,10.4,89.6,0.0
"Lincoln, Tennessee",83.5,18.4,84.1,19.4,84.6,19.5,74.9,3.4
"Loudon, Tennessee",86.2,26.4,87.4,26.9,89.0,27.2,66.9,0.0
"McMinn, Tennessee",84.5,16.2,84.4,15.8,84.6,16.1,91.0,19.2
"McNairy, Tennessee",82.6,12.6,82.3,13.1,82.3,13.1,88.1,4.8
"Macon, Tennessee",80.3,10.3,80.3,10.4,81.7,10.7,84.1,0.0
"Madison, Tennessee",88.9,25.6,90.9,30.7,91.4,31.1,86.3,16.3
"Marion, Tennessee",81.5,12.8,81.4,12.8,81.4,12.7,90.8,20.6
"Marshall, Tennessee",85.4,14.7,86.0,15.7,87.7,16.0,81.3,1.8
"Maury, Tennessee",90.2,23.0,90.3,24.2,91.2,24.8,88.2,13.2
"Meigs, Tennessee",83.8,9.8,83.3,9.7,83.4,9.3,100.0,6.8
"Monroe, Tennessee",82.4,13.4,82.4,13.6,83.1,13.6,80.8,9.9
"Montgomery, Tennessee",92.9,28.5,93.5,28.9,94.0,29.6,91.8,25.6
"Moore, Tennessee",85.9,22.7,86.6,21.6,86.5,21.3,52.2,0.0
"Morgan, Tennessee",80.3,9.4,82.1,10.1,82.0,10.1,54.5,0.2
"Obion, Tennessee",83.5,15.3,84.2,16.4,84.5,16.5,83.1,6.6
"Overton, Tennessee",80.6,12.8,80.7,12.8,80.7,12.9,72.4,0.0
"Perry, Tennessee",74.9,11.5,74.4,11.7,74.6,11.7,69.6,5.3
"Pickett, Tennessee",74.4,9.4,74.4,9.4,74.4,9.4,22.2,0.0
"Polk, Tennessee",82.4,11.9,82.5,12.0,83.2,11.9,54.8,0.0
"Putnam, Tennessee",86.6,26.4,86.9,26.3,87.8,26.8,88.6,22.1
"Rhea, Tennessee",80.8,16.9,80.8,17.3,82.4,17.5,93.9,9.4
"Roane, Tennessee",88.9,19.8,89.0,19.9,88.9,19.7,94.5,12.2
"Robertson, Tennessee",87.2,19.6,87.9,20.2,88.8,20.6,83.0,15.4
"Rutherford, Tennessee",91.8,32.2,92.4,32.4,94.0,33.3,90.9,32.7
"Scott, Tennessee",79.8,9.2,79.7,9.3,79.7,9.3,97.3,7.3
"Sequatchie, Tennessee",81.6,15.1,81.7,15.3,82.5,15.3,64.3,0.0
"Sevier, Tennessee",85.0,17.4,84.9,17.3,85.7,17.8,91.1,14.4
"Shelby, Tennessee",88.4,31.6,93.5,44.6,95.4,46.2,85.7,19.6
"Smith, Tennessee",85.3,14.4,85.9,14.1,85.8,14.2,79.9,8.7
"Stewart, Tennessee",87.2,15.6,87.5,15.0,87.3,14.9,89.7,30.8
"Sullivan, Tennessee",87.2,23.6,87.2,23.6,87.3,23.6,88.7,16.2
"Sumner, Tennessee",89.7,28.1,90.3,27.9,90.8,28.0,90.6,32.0
"Tipton, Tennessee",87.8,17.3,89.0,18.2,89.3,18.0,82.6,12.9
"Trousdale, Tennessee",84.4,13.8,85.2,14.9,85.2,15.0,76.5,5.3
"Unicoi, Tennessee",85.0,14.8,85.4,14.6,85.3,14.8,100.0,21.8
"Union, Tennessee",77.1,9.9,77.2,9.8,77.2,9.7,73.1,0.0
"Van Buren, Tennessee",79.0,7.8,78.8,7.7,78.6,7.7,100.0,0.0
"Warren, Tennessee",79.5,14.5,80.8,14.1,82.2,14.4,66.9,19.5
"Washington, Tennessee",88.8,31.8,88.9,31.2,89.3,31.4,88.5,34.6
"Wayne, Tennessee",80.2,9.7,80.2,9.9,80.2,9.9,78.8,3.3
"Weakley, Tennessee",85.1,21.6,85.6,22.0,85.7,22.1,83.2,15.8
"White, Tennessee",83.2,12.3,83.3,12.0,83.4,12.1,82.1,13.5
"Williamson, Tennessee",95.3,59.8,95.6,59.8,96.4,60.7,87.7,40.9
"Wilson, Tennessee",91.6,32.4,92.3,32.1,92.7,32.1,89.3,33.1
"Anderson, Texas",81.3,10.6,83.5,12.2,89.3,14.4,76.1,5.7
"Andrews, Texas",72.3,12.2,73.6,11.8,88.4,19.2,91.9,49.5
"Angelina, Texas",81.9,16.9,83.1,18.2,87.9,19.5,82.4,10.5
"Aransas, Texas",84.5,21.9,86.8,23.6,91.8,26.8,65.5,1.2
"Archer, Texas",90.3,23.9,90.9,24.3,92.7,25.1,88.3,0.0
"Armstrong, Texas",86.9,22.8,88.4,22.7,90.7,23.8,80.0,0.0
"Atascosa, Texas",77.1,14.4,76.8,14.2,91.1,24.0,95.2,27.4
"Austin, Texas",84.0,23.9,87.1,28.0,93.0,30.9,79.3,4.9
"Bailey, Texas",76.9,17.2,78.7,18.1,91.9,34.6,0.0,0.0
"Bandera, Texas",89.3,22.8,90.1,23.6,93.0,25.1,20.0,11.0
"Bastrop, Texas",81.9,20.7,87.8,24.5,92.8,26.4,82.4,13.9
"Baylor, Texas",85.5,22.8,86.6,22.9,86.9,22.4,59.5,0.0
"Bee, Texas",75.4,8.9,77.0,9.9,90.2,17.1,62.7,2.0
"Bell, Texas",91.0,25.2,91.3,27.2,94.7,30.4,91.9,20.8
"Bexar, Texas",84.2,28.0,84.1,28.0,95.6,43.6,92.2,27.6
"Blanco, Texas",90.1,26.5,91.3,28.3,95.0,29.7,100.0,0.0
"Borden, Texas",94.7,39.5,94.7,39.3,95.1,42.7,,
"Bosque, Texas",86.5,19.8,86.7,19.8,89.7,21.5,92.5,12.5
"Bowie, Texas",88.8,20.6,89.9,23.4,91.4,24.5,86.0,10.3
"Brazoria, Texas",87.9,30.0,87.8,26.4,94.0,30.9,93.2,39.1
"Brazos, Texas",87.2,41.7,87.9,43.8,95.7,52.3,86.1,18.0
"Brewster, Texas",85.7,40.0,86.0,38.9,95.3,53.7,94.1,64.7
"Briscoe, Texas",86.1,19.8,85.7,20.6,90.7,28.5,100.0,0.0
"Brooks, Texas",68.8,15.7,69.9,15.5,85.7,21.0,,
"Brown, Texas",87.2,19.1,87.3,19.4,90.2,21.5,87.8,10.5
"Burleson, Texas",82.5,17.3,84.0,19.1,89.6,21.5,78.5,9.3
"Burnet, Texas",88.3,25.4,89.9,25.6,93.3,26.6,70.2,15.7
"Caldwell, Texas",78.2,14.6,79.3,16.4,90.5,24.4,84.3,6.9
"Calhoun, Texas",79.3,14.2,78.9,13.3,90.8,20.0,87.6,0.9
"Callahan, Texas",88.2,21.0,88.3,20.7,88.9,21.4,77.3,21.6
"Cameron, Texas",67.9,17.3,68.4,17.4,92.1,33.7,86.6,29.8
"Camp, Texas",87.2,19.4,85.9,19.0,93.9,21.9,97.8,21.5
"Carson, Texas",93.3,28.4,93.6,28.6,94.6,29.4,100.0,37.5
"Cass, Texas",85.9,16.4,87.7,17.8,88.0,17.9,82.3,10.1
"Castro, Texas",74.1,15.6,74.7,15.4,89.0,24.6,93.4,21.3
"Chambers, Texas",88.5,22.7,89.2,23.9,93.9,27.0,86.6,13.0
"Cherokee, Texas",79.0,17.2,79.8,18.3,89.4,21.6,75.8,11.2
"Childress, Texas",82.0,18.3,83.5,19.9,92.3,23.8,89.2,8.8
"Clay, Texas",90.5,21.4,90.5,21.4,91.6,22.3,95.7,28.3
"Cochran, Texas",67.7,8.0,66.8,8.8,85.3,15.5,79.5,1.5
"Coke, Texas",83.7,17.8,84.8,19.1,90.1,21.5,0.0,0.0
"Coleman, Texas",86.5,15.8,88.2,16.9,89.5,18.7,87.8,0.0
"Collin, Texas",93.8,52.3,94.0,49.2,97.8,53.2,96.1,45.4
"Collingsworth, Texas",73.9,20.2,79.7,24.5,90.9,29.2,53.2,0.0
"Colorado, Texas",83.1,21.0,86.0,25.5,92.8,29.7,80.9,8.1
"Comal, Texas",92.6,36.8,93.2,37.0,96.2,41.3,94.2,48.7
"Comanche, Texas",84.5,20.3,86.1,20.3,92.3,24.0,44.4,0.0
"Concho, Texas",67.9,13.0,67.5,12.7,88.6,18.5,92.7,43.9
"Cooke, Texas",86.1,20.9,86.4,21.6,91.2,23.8,84.7,5.1
"Coryell, Texas",88.0,16.1,89.1,16.7,91.6,17.4,84.7,14.8
"Cottle, Texas",76.2,16.8,80.5,22.1,87.6,21.9,83.6,2.4
"Crane, Texas",79.5,14.7,85.4,21.2,92.4,27.6,65.2,15.2
"Crockett, Texas",77.0,14.0,87.2,28.7,92.2,32.0,100.0,0.0
"Crosby, Texas",76.0,13.2,76.6,13.6,88.0,21.6,84.7,13.3
"Culberson, Texas",66.3,10.2,67.6,12.0,94.8,17.2,33.3,0.0
"Dallam, Texas",70.4,15.8,69.5,15.9,84.0,22.7,100.0,0.0
"Dallas, Texas",79.3,31.5,77.1,33.3,94.9,50.4,89.6,23.3
"Dawson, Texas",69.9,14.2,72.5,16.1,87.6,26.5,56.6,4.1
"Deaf Smith, Texas",73.8,12.0,75.9,12.5,93.3,24.1,74.8,16.5
"Delta, Texas",87.8,25.1,88.1,27.0,89.0,27.8,86.3,0.0
"Denton, Texas",92.5,45.1,93.2,44.0,96.9,47.6,94.5,41.7
"DeWitt, Texas",80.8,12.6,86.3,16.5,89.3,19.3,82.5,4.3
"Dickens, Texas",84.4,18.5,85.3,19.9,87.7,24.4,74.0,0.0
"Dimmit, Texas",66.4,13.6,67.3,12.5,81.8,30.9,100.0,0.0
"Donley, Texas",88.7,17.9,88.2,18.4,90.7,19.4,91.1,8.9
"Duval, Texas",68.6,9.0,68.4,8.2,92.6,11.1,67.9,0.0
"Eastland, Texas",84.4,16.0,84.8,15.8,87.5,16.4,73.7,38.5
"Ector, Texas",76.0,15.4,76.6,15.3,89.9,22.2,91.5,15.6
"Edwards, Texas",72.1,18.2,72.3,18.2,93.2,29.9,,
"Ellis, Texas",86.2,24.3,87.1,24.9,93.2,29.2,90.6,24.9
"El Paso, Texas",78.5,23.3,79.5,24.0,95.5,42.0,95.4,29.9
"Erath, Texas",88.3,31.5,88.6,31.9,92.9,35.0,87.4,9.6
"Falls, Texas",76.9,12.4,79.4,14.2,87.1,18.2,71.8,6.6
"Fannin, Texas",85.5,17.4,86.6,18.4,89.1,19.5,77.0,6.5
"Fayette, Texas",86.1,19.7,87.9,21.2,92.7,24.6,73.6,3.2
"Fisher, Texas",86.1,18.6,86.9,20.2,94.0,23.9,78.4,16.2
"Floyd, Texas",74.2,15.9,73.4,16.0,92.1,27.5,87.3,7.0
"Foard, Texas",81.9,16.2,85.5,17.3,89.2,18.6,100.0,0.0
"Fort Bend, Texas",90.6,46.2,90.6,45.1,96.9,53.7,95.2,38.3
"Franklin, Texas",91.3,26.6,93.7,28.4,96.0,29.8,89.8,12.2
"Freestone, Texas",82.6,15.3,83.5,16.6,88.0,18.4,79.2,9.3
"Frio, Texas",66.2,7.3,66.3,8.0,89.0,15.1,75.2,4.5
"Gaines, Texas",61.8,11.4,61.3,11.2,63.6,15.9,93.9,3.1
"Galveston, Texas",89.0,31.1,90.1,32.0,94.6,36.3,86.5,21.3
"Garza, Texas",61.6,13.9,63.0,14.6,90.5,26.1,59.0,5.3
"Gillespie, Texas",89.0,32.2,90.6,33.5,95.7,37.0,96.6,27.6
"Glasscock, Texas",69.4,27.2,89.9,40.5,96.6,44.6,,
"Goliad, Texas",83.0,17.3,85.5,19.7,90.5,24.0,86.4,0.0
"Gonzales, Texas",76.7,13.1,83.3,16.1,92.1,21.3,86.0,6.7
"Gray, Texas",80.2,13.9,81.4,15.0,87.7,17.4,77.4,3.2
"Grayson, Texas",88.7,20.4,89.4,21.1,91.6,22.3,88.9,9.8
"Gregg, Texas",84.1,21.3,83.9,22.7,91.0,26.3,85.0,14.5
"Grimes, Texas",80.6,15.7,82.2,17.4,89.1,21.0,77.2,10.5
"Guadalupe, Texas",88.7,28.2,90.1,29.4,95.0,34.2,95.0,38.3
"Hale, Texas",76.6,17.1,76.5,17.9,92.5,33.8,84.3,11.7
"Hall, Texas",79.6,15.9,80.2,17.3,91.6,21.6,79.7,9.8
"Hamilton, Texas",84.0,22.4,83.8,23.0,87.8,24.0,82.4,0.0
"Hansford, Texas",67.8,15.1,70.6,16.2,92.9,22.7,12.5,0.0
"Hardeman, Texas",78.9,13.7,80.4,14.2,87.4,15.8,71.1,18.4
"Hardin, Texas",88.0,16.8,88.7,17.2,89.1,16.8,78.6,6.2
"Harris, Texas",81.4,31.5,80.9,33.2,95.8,48.8,90.4,25.3
"Harrison, Texas",85.3,19.1,85.9,20.4,88.4,21.8,85.4,15.0
"Hartley, Texas",82.6,17.8,82.2,18.8,92.7,23.8,80.9,1.2
"Haskell, Texas",70.3,11.9,71.7,12.5,79.9,15.6,63.5,1.5
"Hays, Texas",90.1,37.2,89.8,38.0,96.8,48.0,94.1,24.7
"Hemphill, Texas",82.1,21.2,82.9,22.0,94.4,26.4,90.9,0.0
"Henderson, Texas",83.5,17.3,83.9,18.0,86.6,19.3,81.9,7.3
"Hidalgo, Texas",65.7,18.7,67.4,18.7,92.5,33.3,86.9,18.4
"Hill, Texas",83.5,17.4,84.9,18.5,88.8,20.0,89.2,6.0
"Hockley, Texas",76.2,15.8,76.5,16.6,90.2,23.5,90.9,8.9
"Hood, Texas",89.4,26.4,89.5,26.4,92.5,27.6,90.4,39.7
"Hopkins, Texas",84.9,20.1,86.7,21.2,90.1,22.6,85.6,5.2
"Houston, Texas",81.2,15.2,83.2,18.7,88.6,20.5,76.2,4.2
"Howard, Texas",80.0,12.6,80.5,13.1,88.5,15.9,90.4,9.9
"Hudspeth, Texas",55.5,10.7,63.5,12.7,90.0,31.7,73.0,13.5
"Hunt, Texas",84.5,19.9,87.1,21.2,89.1,21.9,84.2,11.9
"Hutchinson, Texas",86.0,14.0,85.9,14.2,88.3,15.1,92.1,7.5
"Irion, Texas",93.2,15.0,93.0,17.5,92.6,17.4,100.0,0.0
"Jack, Texas",82.0,13.5,82.9,13.5,86.7,15.0,78.8,17.5
"Jackson, Texas",82.4,16.5,83.0,17.6,91.8,21.3,93.5,3.0
"Jasper, Texas",85.0,12.9,87.6,13.5,88.4,13.7,77.1,9.3
"Jeff Davis, Texas",78.9,30.5,79.6,30.5,91.7,39.8,100.0,0.0
"Jefferson, Texas",84.2,19.7,84.6,22.3,92.8,26.7,86.8,13.3
"Jim Hogg, Texas",74.5,13.4,74.4,13.7,92.8,37.7,100.0,0.0
"Jim Wells, Texas",74.9,12.2,75.0,11.9,88.6,23.2,95.9,3.3
"Johnson, Texas",85.7,18.7,86.1,18.6,90.5,20.1,88.7,17.8
"Jones, Texas",78.4,11.7,84.9,16.4,88.2,19.4,66.7,1.8
"Karnes, Texas",75.7,15.3,77.8,17.9,92.2,29.8,63.9,12.1
"Kaufman, Texas",85.8,20.5,85.8,20.7,89.9,22.0,89.5,20.8
"Kendall, Texas",92.8,42.1,93.9,44.0,98.6,49.1,87.9,6.9
"Kenedy, Texas",26.4,1.0,26.2,1.0,100.0,11.5,,
"Kent, Texas",85.8,25.4,89.6,26.5,94.2,28.4,0.0,0.0
"Kerr, Texas",88.6,27.4,89.7,28.6,93.3,32.1,92.2,5.6
"Kimble, Texas",85.1,22.5,84.6,23.5,87.7,25.7,100.0,0.0
"King, Texas",79.7,20.9,79.4,21.3,92.4,25.2,,
"Kinney, Texas",78.5,12.1,79.8,12.3,90.3,23.0,0.0,0.0
"Kleberg, Texas",78.4,24.6,78.1,24.8,92.7,40.0,94.3,28.3
"Knox, Texas",81.9,20.1,82.3,20.6,89.5,26.8,91.0,13.1
"Lamar, Texas",84.3,18.7,84.7,20.3,86.1,21.2,83.1,9.3
"Lamb, Texas",74.9,14.4,75.2,14.5,87.2,23.3,81.1,9.4
"Lampasas, Texas",91.0,19.9,91.6,20.1,92.8,22.2,94.6,28.0
"La Salle, Texas",63.6,7.5,61.9,7.0,85.8,13.9,36.1,12.4
"Lavaca, Texas",85.6,16.7,89.4,18.8,90.4,19.2,70.9,0.1
"Lee, Texas",84.6,14.6,85.8,15.7,90.4,17.5,81.6,7.8
"Leon, Texas",81.8,14.0,82.1,13.8,85.9,14.9,88.7,17.3
"Liberty, Texas",77.3,9.7,78.7,10.0,84.3,11.1,80.9,8.0
"Limestone, Texas",81.1,14.8,81.4,16.9,86.1,19.6,84.5,8.4
"Lipscomb, Texas",82.1,19.7,84.4,19.2,91.5,23.5,100.0,85.7
"Live Oak, Texas",76.9,12.2,76.6,12.9,84.2,18.1,87.3,0.0
"Llano, Texas",85.8,25.3,86.7,25.9,88.1,26.7,100.0,0.0
"Loving, Texas",80.3,0.0,79.4,0.0,85.7,0.0,,
"Lubbock, Texas",86.2,30.1,87.7,31.7,94.5,39.7,86.5,15.1
"Lynn, Texas",75.4,17.3,76.5,17.1,89.1,25.2,78.5,47.7
"McCulloch, Texas",76.8,17.3,76.8,17.4,80.2,20.9,88.8,0.0
"McLennan, Texas",84.9,24.2,85.4,26.2,93.4,31.5,86.0,12.7
"McMullen, Texas",92.7,28.8,92.6,29.4,98.6,38.8,,
"Madison, Texas",80.8,14.7,83.3,17.2,91.3,19.7,75.5,5.0
"Marion, Texas",85.2,14.7,86.8,16.2,87.1,15.5,82.9,8.3
"Martin, Texas",77.4,18.3,81.9,22.2,91.7,28.8,100.0,21.3
"Mason, Texas",87.7,27.6,91.3,29.5,94.3,30.6,100.0,0.0
"Matagorda, Texas",80.6,17.4,85.2,21.1,92.9,25.7,85.1,10.0
"Maverick, Texas",59.5,12.7,58.7,11.9,81.4,19.0,100.0,69.0
"Medina, Texas",83.2,19.8,83.8,19.6,93.8,28.9,74.0,24.8
"Menard, Texas",77.9,18.0,83.9,20.4,94.3,27.0,100.0,0.0
"Midland, Texas",84.5,27.4,85.0,28.4,95.1,39.7,85.6,18.2
"Milam, Texas",81.4,14.1,81.7,15.2,89.0,16.9,85.3,4.2
"Mills, Texas",83.0,18.3,82.9,18.5,89.3,20.6,100.0,0.0
"Mitchell, Texas",78.7,11.3,80.8,13.7,86.4,17.4,74.9,1.5
"Montague, Texas",85.7,16.9,85.8,17.1,87.9,17.2,82.2,5.5
"Montgomery, Texas",87.7,34.5,88.0,34.1,93.7,36.9,93.8,37.0
"Moore, Texas",67.3,14.3,68.6,12.9,92.7,22.0,81.7,27.2
"Morris, Texas",88.6,14.3,89.6,16.4,92.2,17.5,91.3,7.0
"Motley, Texas",87.5,16.8,88.5,18.1,87.5,19.7,100.0,0.0
"Nacogdoches, Texas",82.9,24.5,83.5,27.2,90.0,30.5,83.7,11.3
"Navarro, Texas",78.4,15.9,80.6,18.6,87.1,21.4,82.4,4.9
"Newton, Texas",83.4,9.7,83.6,10.1,83.9,10.1,82.7,9.4
"Nolan, Texas",82.3,15.2,84.7,16.1,89.3,20.1,77.1,6.3
"Nueces, Texas",82.8,21.8,82.5,21.4,93.5,33.9,86.9,19.3
"Ochiltree, Texas",74.4,15.6,76.7,17.5,94.3,25.1,59.3,0.0
"Oldham, Texas",90.3,22.0,92.0,22.9,94.8,24.9,93.8,0.0
"Orange, Texas",87.9,15.5,88.3,15.9,89.2,16.2,88.6,8.6
"Palo Pinto, Texas",84.2,16.6,84.2,16.4,88.1,18.3,88.0,10.6
"Panola, Texas",82.9,16.1,83.5,16.4,86.3,17.3,79.8,15.4
"Parker, Texas",88.6,26.4,89.4,26.5,91.1,27.5,85.2,27.8
"Parmer, Texas",70.8,17.9,70.4,17.7,89.1,31.9,75.5,28.3
"Pecos, Texas",69.1,9.8,71.0,10.1,92.9,17.6,63.7,9.9
"Polk, Texas",81.6,13.1,82.4,14.1,85.9,15.3,79.2,2.8
"Potter, Texas",77.0,14.9,79.2,16.3,89.9,22.3,75.9,5.4
"Presidio, Texas",53.4,21.2,51.9,20.3,95.4,61.6,,
"Rains, Texas",85.4,13.7,86.7,13.7,87.9,13.8,94.3,18.5
"Randall, Texas",92.3,32.4,92.5,32.8,94.6,35.4,96.0,29.7
"Reagan, Texas",82.2,10.5,88.3,20.7,93.1,24.1,100.0,0.0
"Real, Texas",83.3,17.4,83.6,17.5,89.6,18.8,0.0,0.0
"Red River, Texas",85.4,12.5,84.8,13.5,86.5,12.7,87.5,8.4
"Reeves, Texas",69.7,12.3,68.5,13.0,86.2,22.8,93.5,6.8
"Refugio, Texas",80.3,11.5,80.4,11.5,84.5,19.4,69.7,5.6
"Roberts, Texas",92.7,25.0,92.6,25.2,95.1,26.0,,
"Robertson, Texas",84.5,16.1,84.7,17.5,90.3,20.4,85.0,12.2
"Rockwall, Texas",92.7,40.7,93.3,41.5,95.9,43.9,95.3,33.2
"Runnels, Texas",79.2,18.1,80.7,19.1,90.2,24.5,51.4,0.0
"Rusk, Texas",80.6,15.5,82.1,17.7,89.2,19.7,76.6,5.2
"Sabine, Texas",84.7,17.6,85.7,18.7,86.0,19.4,74.2,3.2
"San Augustine, Texas",82.3,14.0,83.6,16.7,84.1,16.2,81.0,4.0
"San Jacinto, Texas",84.5,11.2,84.7,12.2,87.4,12.7,91.2,4.3
"San Patricio, Texas",79.9,15.6,80.2,15.8,92.7,23.6,81.6,15.2
"San Saba, Texas",74.8,14.1,77.7,16.1,85.9,19.5,57.4,0.0
"Schleicher, Texas",79.6,16.6,91.2,24.3,97.4,28.0,50.0,0.0
"Scurry, Texas",78.7,16.2,80.2,16.9,90.5,22.8,67.6,25.1
"Shackelford, Texas",86.4,30.5,86.5,31.0,89.4,32.2,66.7,33.3
"Shelby, Texas",76.4,13.8,76.9,15.3,82.6,16.1,81.3,8.5
"Sherman, Texas",79.0,15.0,83.2,16.4,91.7,20.7,100.0,0.0
"Smith, Texas",85.8,26.4,85.9,28.9,92.8,32.8,87.3,13.7
"Somervell, Texas",89.6,26.4,90.5,27.9,91.8,29.9,55.4,20.3
"Starr, Texas",53.3,9.9,53.5,10.1,76.4,24.3,66.7,2.8
"Stephens, Texas",78.5,16.2,80.2,17.0,82.8,18.3,73.6,1.0
"Sterling, Texas",89.4,9.5,91.4,10.8,98.6,17.3,,
"Stonewall, Texas",81.3,14.8,82.1,14.9,86.2,17.1,83.3,0.0
"Sutton, Texas",73.9,17.1,80.4,20.6,94.0,27.0,66.7,0.0
"Swisher, Texas",73.3,15.3,72.7,17.7,90.0,26.8,77.9,0.0
"Tarrant, Texas",86.1,32.3,87.8,34.6,94.8,40.5,91.4,26.8
"Taylor, Texas",89.3,25.2,91.5,27.4,93.8,29.7,87.9,17.2
"Terrell, Texas",86.5,18.4,89.3,28.5,100.0,45.5,100.0,0.0
"Terry, Texas",68.4,11.4,67.5,11.5,86.3,19.8,98.7,13.5
